enc_class	enc_method	exp	kind	class	method	param	index	uri
com.rmd.personal.projecteuler.Main#$@$#Main()#$@$#Common.getPrimes#$@$#METHOD	com.rmd.personal.projecteuler.Common	getPrimes()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/Common.java
com.rmd.personal.projecteuler.p1to19.P008#$@$#run()#$@$#this.getNumberOfConsecutiveDigits#$@$#METHOD	com.rmd.personal.projecteuler.p1to19.P008	getNumberOfConsecutiveDigits()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/p1to19/P008.java
com.rmd.personal.projecteuler.p1to19.P008#$@$#run()#$@$#this#$@$#FIELD	com.rmd.personal.projecteuler.p1to19.P008	null	this	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/p1to19/P008.java
com.rmd.personal.projecteuler.p1to19.P008#$@$#run()#$@$#String.valueOf#$@$#METHOD	java.lang.String	valueOf(long)	null	null	null
com.rmd.personal.projecteuler.p1to19.P008#$@$#findProductOfConsecutiveDigits(java.lang.String)#$@$#consecutiveDigits.length#$@$#METHOD	java.lang.String	length()	null	null	null
com.rmd.personal.projecteuler.p1to19.P008#$@$#findProductOfConsecutiveDigits(java.lang.String)#$@$#consecutiveDigits#$@$#PARAMETER	com.rmd.personal.projecteuler.p1to19.P008	findProductOfConsecutiveDigits(java.lang.String)	consecutiveDigits	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/p1to19/P008.java
com.rmd.personal.projecteuler.p1to19.P008#$@$#findProductOfConsecutiveDigits(java.lang.String)#$@$#consecutiveDigits.charAt#$@$#METHOD	java.lang.String	charAt(int)	null	null	null
com.rmd.personal.projecteuler.p1to19.P008#$@$#findProductOfConsecutiveDigits(java.lang.String)#$@$#consecutiveDigits#$@$#PARAMETER	com.rmd.personal.projecteuler.p1to19.P008	findProductOfConsecutiveDigits(java.lang.String)	consecutiveDigits	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/p1to19/P008.java
com.rmd.personal.projecteuler.p1to19.P017Test#$@$#runReturnsCorrectlyForProvided1To5()#$@$#this.getProblem().setEnd#$@$#METHOD	com.rmd.personal.projecteuler.p1to19.P017	setEnd(int)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/p1to19/P017.java
com.rmd.personal.projecteuler.p1to19.P017Test#$@$#runReturnsCorrectlyForProvided1To5()#$@$#this.getProblem#$@$#METHOD	com.rmd.personal.projecteuler.AbstractProblemTestBase	getProblem()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/AbstractProblemTestBase.java
com.rmd.personal.projecteuler.p1to19.P017Test#$@$#runReturnsCorrectlyForProvided1To5()#$@$#this#$@$#FIELD	com.rmd.personal.projecteuler.p1to19.P017Test	null	this	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/p1to19/P017Test.java
com.rmd.personal.projecteuler.p1to19.P017Test#$@$#runReturnsCorrectlyForProvided1To5()#$@$#Long.valueOf#$@$#METHOD	java.lang.Long	valueOf(java.lang.String)	null	null	null
com.rmd.personal.projecteuler.p1to19.P017Test#$@$#runReturnsCorrectlyForProvided1To5()#$@$#this.getProblem().run#$@$#METHOD	com.rmd.personal.projecteuler.p1to19.P017	run()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/p1to19/P017.java
com.rmd.personal.projecteuler.p1to19.P017Test#$@$#runReturnsCorrectlyForProvided1To5()#$@$#this.getProblem#$@$#METHOD	com.rmd.personal.projecteuler.AbstractProblemTestBase	getProblem()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/AbstractProblemTestBase.java
com.rmd.personal.projecteuler.p1to19.P017Test#$@$#runReturnsCorrectlyForProvided1To5()#$@$#this#$@$#FIELD	com.rmd.personal.projecteuler.p1to19.P017Test	null	this	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/p1to19/P017Test.java
com.rmd.personal.projecteuler.p1to19.P017Test#$@$#runReturnsCorrectlyForProvided1To5()#$@$#assertEquals#$@$#METHOD	org.junit.Assert	assertEquals(long,long)	null	null	null
com.rmd.personal.projecteuler.p1to19.P017Test#$@$#runReturnsCorrectlyForProvided342()#$@$#this.getProblem().setStart#$@$#METHOD	com.rmd.personal.projecteuler.p1to19.P017	setStart(int)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/p1to19/P017.java
com.rmd.personal.projecteuler.p1to19.P017Test#$@$#runReturnsCorrectlyForProvided342()#$@$#this.getProblem#$@$#METHOD	com.rmd.personal.projecteuler.AbstractProblemTestBase	getProblem()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/AbstractProblemTestBase.java
com.rmd.personal.projecteuler.p1to19.P017Test#$@$#runReturnsCorrectlyForProvided342()#$@$#this#$@$#FIELD	com.rmd.personal.projecteuler.p1to19.P017Test	null	this	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/p1to19/P017Test.java
com.rmd.personal.projecteuler.p1to19.P017Test#$@$#runReturnsCorrectlyForProvided342()#$@$#this.getProblem().setEnd#$@$#METHOD	com.rmd.personal.projecteuler.p1to19.P017	setEnd(int)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/p1to19/P017.java
com.rmd.personal.projecteuler.p1to19.P017Test#$@$#runReturnsCorrectlyForProvided342()#$@$#this.getProblem#$@$#METHOD	com.rmd.personal.projecteuler.AbstractProblemTestBase	getProblem()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/AbstractProblemTestBase.java
com.rmd.personal.projecteuler.p1to19.P017Test#$@$#runReturnsCorrectlyForProvided342()#$@$#this#$@$#FIELD	com.rmd.personal.projecteuler.p1to19.P017Test	null	this	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/p1to19/P017Test.java
com.rmd.personal.projecteuler.p1to19.P017Test#$@$#runReturnsCorrectlyForProvided342()#$@$#Long.valueOf#$@$#METHOD	java.lang.Long	valueOf(java.lang.String)	null	null	null
com.rmd.personal.projecteuler.p1to19.P017Test#$@$#runReturnsCorrectlyForProvided342()#$@$#this.getProblem().run#$@$#METHOD	com.rmd.personal.projecteuler.p1to19.P017	run()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/p1to19/P017.java
com.rmd.personal.projecteuler.p1to19.P017Test#$@$#runReturnsCorrectlyForProvided342()#$@$#this.getProblem#$@$#METHOD	com.rmd.personal.projecteuler.AbstractProblemTestBase	getProblem()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/AbstractProblemTestBase.java
com.rmd.personal.projecteuler.p1to19.P017Test#$@$#runReturnsCorrectlyForProvided342()#$@$#this#$@$#FIELD	com.rmd.personal.projecteuler.p1to19.P017Test	null	this	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/p1to19/P017Test.java
com.rmd.personal.projecteuler.p1to19.P017Test#$@$#runReturnsCorrectlyForProvided342()#$@$#assertEquals#$@$#METHOD	org.junit.Assert	assertEquals(long,long)	null	null	null
com.rmd.personal.projecteuler.p1to19.P017Test#$@$#runReturnsCorrectlyForProvided115()#$@$#this.getProblem().setStart#$@$#METHOD	com.rmd.personal.projecteuler.p1to19.P017	setStart(int)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/p1to19/P017.java
com.rmd.personal.projecteuler.p1to19.P017Test#$@$#runReturnsCorrectlyForProvided115()#$@$#this.getProblem#$@$#METHOD	com.rmd.personal.projecteuler.AbstractProblemTestBase	getProblem()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/AbstractProblemTestBase.java
com.rmd.personal.projecteuler.p1to19.P017Test#$@$#runReturnsCorrectlyForProvided115()#$@$#this#$@$#FIELD	com.rmd.personal.projecteuler.p1to19.P017Test	null	this	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/p1to19/P017Test.java
com.rmd.personal.projecteuler.p1to19.P017Test#$@$#runReturnsCorrectlyForProvided115()#$@$#this.getProblem().setEnd#$@$#METHOD	com.rmd.personal.projecteuler.p1to19.P017	setEnd(int)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/p1to19/P017.java
com.rmd.personal.projecteuler.p1to19.P017Test#$@$#runReturnsCorrectlyForProvided115()#$@$#this.getProblem#$@$#METHOD	com.rmd.personal.projecteuler.AbstractProblemTestBase	getProblem()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/AbstractProblemTestBase.java
com.rmd.personal.projecteuler.p1to19.P017Test#$@$#runReturnsCorrectlyForProvided115()#$@$#this#$@$#FIELD	com.rmd.personal.projecteuler.p1to19.P017Test	null	this	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/p1to19/P017Test.java
com.rmd.personal.projecteuler.p1to19.P017Test#$@$#runReturnsCorrectlyForProvided115()#$@$#Long.valueOf#$@$#METHOD	java.lang.Long	valueOf(java.lang.String)	null	null	null
com.rmd.personal.projecteuler.p1to19.P017Test#$@$#runReturnsCorrectlyForProvided115()#$@$#this.getProblem().run#$@$#METHOD	com.rmd.personal.projecteuler.p1to19.P017	run()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/p1to19/P017.java
com.rmd.personal.projecteuler.p1to19.P017Test#$@$#runReturnsCorrectlyForProvided115()#$@$#this.getProblem#$@$#METHOD	com.rmd.personal.projecteuler.AbstractProblemTestBase	getProblem()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/AbstractProblemTestBase.java
com.rmd.personal.projecteuler.p1to19.P017Test#$@$#runReturnsCorrectlyForProvided115()#$@$#this#$@$#FIELD	com.rmd.personal.projecteuler.p1to19.P017Test	null	this	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/p1to19/P017Test.java
com.rmd.personal.projecteuler.p1to19.P017Test#$@$#runReturnsCorrectlyForProvided115()#$@$#assertEquals#$@$#METHOD	org.junit.Assert	assertEquals(long,long)	null	null	null
com.rmd.personal.projecteuler.p1to19.P017Test#$@$#runReturnsCorrectlyForDefault()#$@$#Long.valueOf#$@$#METHOD	java.lang.Long	valueOf(java.lang.String)	null	null	null
com.rmd.personal.projecteuler.p1to19.P017Test#$@$#runReturnsCorrectlyForDefault()#$@$#this.getProblem().run#$@$#METHOD	com.rmd.personal.projecteuler.p1to19.P017	run()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/p1to19/P017.java
com.rmd.personal.projecteuler.p1to19.P017Test#$@$#runReturnsCorrectlyForDefault()#$@$#this.getProblem#$@$#METHOD	com.rmd.personal.projecteuler.AbstractProblemTestBase	getProblem()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/AbstractProblemTestBase.java
com.rmd.personal.projecteuler.p1to19.P017Test#$@$#runReturnsCorrectlyForDefault()#$@$#this#$@$#FIELD	com.rmd.personal.projecteuler.p1to19.P017Test	null	this	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/p1to19/P017Test.java
com.rmd.personal.projecteuler.p1to19.P017Test#$@$#runReturnsCorrectlyForDefault()#$@$#assertEquals#$@$#METHOD	org.junit.Assert	assertEquals(long,long)	null	null	null
com.rmd.personal.projecteuler.p1to19.P017#$@$#P017()#$@$#this.setStart#$@$#METHOD	com.rmd.personal.projecteuler.p1to19.P017	setStart(int)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/p1to19/P017.java
com.rmd.personal.projecteuler.p1to19.P017#$@$#P017()#$@$#this#$@$#FIELD	com.rmd.personal.projecteuler.p1to19.P017	null	this	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/p1to19/P017.java
com.rmd.personal.projecteuler.p1to19.P017#$@$#P017()#$@$#com.rmd.personal.projecteuler.p1to19.P017.DEFAULT_START#$@$#FIELD	com.rmd.personal.projecteuler.p1to19.P017	null	DEFAULT_START	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/p1to19/P017.java
com.rmd.personal.projecteuler.p1to19.P017#$@$#P017()#$@$#this.setEnd#$@$#METHOD	com.rmd.personal.projecteuler.p1to19.P017	setEnd(int)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/p1to19/P017.java
com.rmd.personal.projecteuler.p1to19.P017#$@$#P017()#$@$#this#$@$#FIELD	com.rmd.personal.projecteuler.p1to19.P017	null	this	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/p1to19/P017.java
com.rmd.personal.projecteuler.p1to19.P017#$@$#P017()#$@$#com.rmd.personal.projecteuler.p1to19.P017.DEFAULT_END#$@$#FIELD	com.rmd.personal.projecteuler.p1to19.P017	null	DEFAULT_END	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/p1to19/P017.java
com.rmd.personal.projecteuler.p1to19.P017#$@$#P017()#$@$#this.digitToWord#$@$#FIELD	com.rmd.personal.projecteuler.p1to19.P017	null	digitToWord	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/p1to19/P017.java
com.rmd.personal.projecteuler.p1to19.P017#$@$#P017()#$@$#this#$@$#FIELD	com.rmd.personal.projecteuler.p1to19.P017	null	this	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/p1to19/P017.java
com.rmd.personal.projecteuler.p1to19.P017#$@$#P017()#$@$#this.digitToWord.put#$@$#METHOD	java.util.Map	put(K,V)	null	null	null
com.rmd.personal.projecteuler.p1to19.P017#$@$#P017()#$@$#this.digitToWord#$@$#FIELD	com.rmd.personal.projecteuler.p1to19.P017	null	digitToWord	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/p1to19/P017.java
com.rmd.personal.projecteuler.p1to19.P017#$@$#P017()#$@$#this#$@$#FIELD	com.rmd.personal.projecteuler.p1to19.P017	null	this	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/p1to19/P017.java
com.rmd.personal.projecteuler.p1to19.P017#$@$#P017()#$@$#this.digitToWord.put#$@$#METHOD	java.util.Map	put(K,V)	null	null	null
com.rmd.personal.projecteuler.p1to19.P017#$@$#P017()#$@$#this.digitToWord#$@$#FIELD	com.rmd.personal.projecteuler.p1to19.P017	null	digitToWord	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/p1to19/P017.java
com.rmd.personal.projecteuler.p1to19.P017#$@$#P017()#$@$#this#$@$#FIELD	com.rmd.personal.projecteuler.p1to19.P017	null	this	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/p1to19/P017.java
com.rmd.personal.projecteuler.p1to19.P017#$@$#P017()#$@$#this.digitToWord.put#$@$#METHOD	java.util.Map	put(K,V)	null	null	null
com.rmd.personal.projecteuler.p1to19.P017#$@$#P017()#$@$#this.digitToWord#$@$#FIELD	com.rmd.personal.projecteuler.p1to19.P017	null	digitToWord	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/p1to19/P017.java
com.rmd.personal.projecteuler.p1to19.P017#$@$#P017()#$@$#this#$@$#FIELD	com.rmd.personal.projecteuler.p1to19.P017	null	this	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/p1to19/P017.java
com.rmd.personal.projecteuler.p1to19.P017#$@$#P017()#$@$#this.digitToWord.put#$@$#METHOD	java.util.Map	put(K,V)	null	null	null
com.rmd.personal.projecteuler.p1to19.P017#$@$#P017()#$@$#this.digitToWord#$@$#FIELD	com.rmd.personal.projecteuler.p1to19.P017	null	digitToWord	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/p1to19/P017.java
com.rmd.personal.projecteuler.p1to19.P017#$@$#P017()#$@$#this#$@$#FIELD	com.rmd.personal.projecteuler.p1to19.P017	null	this	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/p1to19/P017.java
com.rmd.personal.projecteuler.p1to19.P017#$@$#P017()#$@$#this.digitToWord.put#$@$#METHOD	java.util.Map	put(K,V)	null	null	null
com.rmd.personal.projecteuler.p1to19.P017#$@$#P017()#$@$#this.digitToWord#$@$#FIELD	com.rmd.personal.projecteuler.p1to19.P017	null	digitToWord	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/p1to19/P017.java
com.rmd.personal.projecteuler.p1to19.P017#$@$#P017()#$@$#this#$@$#FIELD	com.rmd.personal.projecteuler.p1to19.P017	null	this	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/p1to19/P017.java
com.rmd.personal.projecteuler.p1to19.P017#$@$#P017()#$@$#this.digitToWord.put#$@$#METHOD	java.util.Map	put(K,V)	null	null	null
com.rmd.personal.projecteuler.p1to19.P017#$@$#P017()#$@$#this.digitToWord#$@$#FIELD	com.rmd.personal.projecteuler.p1to19.P017	null	digitToWord	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/p1to19/P017.java
com.rmd.personal.projecteuler.p1to19.P017#$@$#P017()#$@$#this#$@$#FIELD	com.rmd.personal.projecteuler.p1to19.P017	null	this	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/p1to19/P017.java
com.rmd.personal.projecteuler.p1to19.P017#$@$#P017()#$@$#this.digitToWord.put#$@$#METHOD	java.util.Map	put(K,V)	null	null	null
com.rmd.personal.projecteuler.p1to19.P017#$@$#P017()#$@$#this.digitToWord#$@$#FIELD	com.rmd.personal.projecteuler.p1to19.P017	null	digitToWord	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/p1to19/P017.java
com.rmd.personal.projecteuler.p1to19.P017#$@$#P017()#$@$#this#$@$#FIELD	com.rmd.personal.projecteuler.p1to19.P017	null	this	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/p1to19/P017.java
com.rmd.personal.projecteuler.p1to19.P017#$@$#P017()#$@$#this.digitToWord.put#$@$#METHOD	java.util.Map	put(K,V)	null	null	null
com.rmd.personal.projecteuler.p1to19.P017#$@$#P017()#$@$#this.digitToWord#$@$#FIELD	com.rmd.personal.projecteuler.p1to19.P017	null	digitToWord	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/p1to19/P017.java
