enc_class	enc_method	exp	kind	class	method	param	index	uri
tui.Driver#$@$#main(java.lang.String[])#$@$#ImageIO.read#$@$#METHOD	javax.imageio.ImageIO	read(java.io.File)	null	null	null
darwInvest.processable.GetPeriod#$@$#getWhich()#$@$#which#$@$#FIELD	darwInvest.processable.GetPeriod	null	which	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwInvest/processable/GetPeriod.java
darwInvest.processable.GetPeriod#$@$#toString()#$@$#which#$@$#FIELD	darwInvest.processable.GetPeriod	null	which	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwInvest/processable/GetPeriod.java
darwInvest.FitnessAnalyzer#$@$#assessFitness(darwin.population.Individual,java.lang.Object)#$@$#environment#$@$#PARAMETER	darwInvest.FitnessAnalyzer	assessFitness(darwin.population.Individual,java.lang.Object)	environment	1	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwInvest/FitnessAnalyzer.java
darwInvest.FitnessAnalyzer#$@$#assessFitness(darwin.population.Individual,java.lang.Object)#$@$#settings.numTrials#$@$#FIELD	darwInvest.environment.Settings	null	numTrials	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwInvest/environment/Settings.java
darwInvest.FitnessAnalyzer#$@$#assessFitness(darwin.population.Individual,java.lang.Object)#$@$#settings.initialBalance#$@$#FIELD	darwInvest.environment.Settings	null	initialBalance	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwInvest/environment/Settings.java
darwInvest.FitnessAnalyzer#$@$#assessFitness(darwin.population.Individual,java.lang.Object)#$@$#settings.commission#$@$#FIELD	darwInvest.environment.Settings	null	commission	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwInvest/environment/Settings.java
darwInvest.FitnessAnalyzer#$@$#assessFitness(darwin.population.Individual,java.lang.Object)#$@$#settings.minCommission#$@$#FIELD	darwInvest.environment.Settings	null	minCommission	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwInvest/environment/Settings.java
darwInvest.FitnessAnalyzer#$@$#assessFitness(darwin.population.Individual,java.lang.Object)#$@$#settings.bankruptcy#$@$#FIELD	darwInvest.environment.Settings	null	bankruptcy	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwInvest/environment/Settings.java
darwInvest.FitnessAnalyzer#$@$#assessFitness(darwin.population.Individual,java.lang.Object)#$@$#settings.testEnd#$@$#FIELD	darwInvest.environment.Settings	null	testEnd	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwInvest/environment/Settings.java
darwInvest.FitnessAnalyzer#$@$#assessFitness(darwin.population.Individual,java.lang.Object)#$@$#settings.testLength#$@$#FIELD	darwInvest.environment.Settings	null	testLength	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwInvest/environment/Settings.java
darwInvest.FitnessAnalyzer#$@$#assessFitness(darwin.population.Individual,java.lang.Object)#$@$#settings.testBeginning#$@$#FIELD	darwInvest.environment.Settings	null	testBeginning	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwInvest/environment/Settings.java
darwInvest.FitnessAnalyzer#$@$#assessFitness(darwin.population.Individual,java.lang.Object)#$@$#settings.lookback#$@$#FIELD	darwInvest.environment.Settings	null	lookback	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwInvest/environment/Settings.java
darwInvest.FitnessAnalyzer#$@$#assessFitness(darwin.population.Individual,java.lang.Object)#$@$#Math.random#$@$#METHOD	java.lang.Math	random()	null	null	null
darwInvest.FitnessAnalyzer#$@$#assessFitness(darwin.population.Individual,java.lang.Object)#$@$#settings.testLength#$@$#FIELD	darwInvest.environment.Settings	null	testLength	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwInvest/environment/Settings.java
darwInvest.FitnessAnalyzer#$@$#assessFitness(darwin.population.Individual,java.lang.Object)#$@$#individual#$@$#PARAMETER	darwInvest.FitnessAnalyzer	assessFitness(darwin.population.Individual,java.lang.Object)	individual	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwInvest/FitnessAnalyzer.java
darwInvest.FitnessAnalyzer#$@$#assessFitness(darwin.population.Individual,java.lang.Object)#$@$#executive.execute#$@$#METHOD	darwInvest.evaluation.StrategyExecutive	execute()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwInvest/evaluation/StrategyExecutive.java
darwInvest.FitnessAnalyzer#$@$#assessFitness(darwin.population.Individual,java.lang.Object)#$@$#tracker.getLiquidationValue#$@$#METHOD	darwInvest.evaluation.BalanceTracker	getLiquidationValue()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwInvest/evaluation/BalanceTracker.java
darwInvest.FitnessAnalyzer#$@$#assessFitness(darwin.population.Individual,java.lang.Object)#$@$#settings.ticker.ceilingTime#$@$#METHOD	darwInvest.data.Ticker	ceilingTime(long)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwInvest/data/Ticker.java
darwInvest.FitnessAnalyzer#$@$#assessFitness(darwin.population.Individual,java.lang.Object)#$@$#settings.ticker#$@$#FIELD	darwInvest.environment.Settings	null	ticker	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwInvest/environment/Settings.java
darwInvest.FitnessAnalyzer#$@$#assessFitness(darwin.population.Individual,java.lang.Object)#$@$#settings.ticker.floorTime#$@$#METHOD	darwInvest.data.Ticker	floorTime(long)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwInvest/data/Ticker.java
darwInvest.FitnessAnalyzer#$@$#assessFitness(darwin.population.Individual,java.lang.Object)#$@$#settings.ticker#$@$#FIELD	darwInvest.environment.Settings	null	ticker	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwInvest/environment/Settings.java
darwInvest.FitnessAnalyzer#$@$#assessFitness(darwin.population.Individual,java.lang.Object)#$@$#tracker.getPositiveSentimentProportion#$@$#METHOD	darwInvest.evaluation.BalanceTracker	getPositiveSentimentProportion()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwInvest/evaluation/BalanceTracker.java
darwInvest.FitnessAnalyzer#$@$#assessFitness(darwin.population.Individual,java.lang.Object)#$@$#tracker.getTimeIn#$@$#METHOD	darwInvest.evaluation.BalanceTracker	getTimeIn()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwInvest/evaluation/BalanceTracker.java
darwInvest.FitnessAnalyzer#$@$#assessFitness(darwin.population.Individual,java.lang.Object)#$@$#settings.cutoffSentimentProportion#$@$#FIELD	darwInvest.environment.Settings	null	cutoffSentimentProportion	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwInvest/environment/Settings.java
darwInvest.FitnessAnalyzer#$@$#assessFitness(darwin.population.Individual,java.lang.Object)#$@$#settings.cutoffSentimentProportion#$@$#FIELD	darwInvest.environment.Settings	null	cutoffSentimentProportion	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwInvest/environment/Settings.java
darwInvest.FitnessAnalyzer#$@$#assessFitness(darwin.population.Individual,java.lang.Object)#$@$#settings.cutoffTimeProportion#$@$#FIELD	darwInvest.environment.Settings	null	cutoffTimeProportion	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwInvest/environment/Settings.java
darwInvest.FitnessAnalyzer#$@$#assessFitness(darwin.population.Individual,java.lang.Object)#$@$#settings.cutoffTimeProportion#$@$#FIELD	darwInvest.environment.Settings	null	cutoffTimeProportion	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwInvest/environment/Settings.java
darwInvest.FitnessAnalyzer#$@$#assessFitness(darwin.population.Individual,java.lang.Object)#$@$#settings.initialBalance#$@$#FIELD	darwInvest.environment.Settings	null	initialBalance	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwInvest/environment/Settings.java
darwInvest.FitnessAnalyzer#$@$#assessFitness(darwin.population.Individual,java.lang.Object)#$@$#Math.min#$@$#METHOD	java.lang.Math	min(double,double)	null	null	null
darwInvest.FitnessAnalyzer#$@$#assessFitness(darwin.population.Individual,java.lang.Object)#$@$#MAX_ROI#$@$#FIELD	darwInvest.FitnessAnalyzer	null	MAX_ROI	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwInvest/FitnessAnalyzer.java
darwInvest.FitnessAnalyzer#$@$#assessFitness(darwin.population.Individual,java.lang.Object)#$@$#settings.numTrials#$@$#FIELD	darwInvest.environment.Settings	null	numTrials	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwInvest/environment/Settings.java
darwInvest.FitnessAnalyzer#$@$#standardize(int,double)#$@$#MAX_ROI#$@$#FIELD	darwInvest.FitnessAnalyzer	null	MAX_ROI	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwInvest/FitnessAnalyzer.java
darwInvest.FitnessAnalyzer#$@$#standardize(int,double)#$@$#fitness#$@$#PARAMETER	darwInvest.FitnessAnalyzer	standardize(int,double)	fitness	1	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwInvest/FitnessAnalyzer.java
darwInvest.news.utility.Tokenizer#$@$#Tokenizer()#$@$#delimiter#$@$#FIELD	darwInvest.news.utility.Tokenizer	null	delimiter	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwInvest/news/utility/Tokenizer.java
darwInvest.news.utility.Tokenizer#$@$#Tokenizer()#$@$#normalizers#$@$#FIELD	darwInvest.news.utility.Tokenizer	null	normalizers	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwInvest/news/utility/Tokenizer.java
darwInvest.news.utility.Tokenizer#$@$#Tokenizer(java.lang.String)#$@$#this.delimiter#$@$#FIELD	darwInvest.news.utility.Tokenizer	null	delimiter	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwInvest/news/utility/Tokenizer.java
darwInvest.news.utility.Tokenizer#$@$#Tokenizer(java.lang.String)#$@$#this#$@$#FIELD	darwInvest.news.utility.Tokenizer	null	this	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwInvest/news/utility/Tokenizer.java
darwInvest.news.utility.Tokenizer#$@$#Tokenizer(java.lang.String)#$@$#delimiter#$@$#PARAMETER	darwInvest.news.utility.Tokenizer	Tokenizer(java.lang.String)	delimiter	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwInvest/news/utility/Tokenizer.java
darwInvest.news.utility.Tokenizer#$@$#Tokenizer(java.lang.String)#$@$#normalizers#$@$#FIELD	darwInvest.news.utility.Tokenizer	null	normalizers	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwInvest/news/utility/Tokenizer.java
darwInvest.news.utility.Tokenizer#$@$#addNormalizer(darwInvest.news.utility.Normalizer)#$@$#normalizers.add#$@$#METHOD	java.util.List	add(E)	null	null	null
darwInvest.news.utility.Tokenizer#$@$#addNormalizer(darwInvest.news.utility.Normalizer)#$@$#normalizers#$@$#FIELD	darwInvest.news.utility.Tokenizer	null	normalizers	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwInvest/news/utility/Tokenizer.java
darwInvest.news.utility.Tokenizer#$@$#addNormalizer(darwInvest.news.utility.Normalizer)#$@$#normalizer#$@$#PARAMETER	darwInvest.news.utility.Tokenizer	addNormalizer(darwInvest.news.utility.Normalizer)	normalizer	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwInvest/news/utility/Tokenizer.java
darwInvest.news.utility.Tokenizer#$@$#tokenize(java.lang.String)#$@$#input#$@$#PARAMETER	darwInvest.news.utility.Tokenizer	tokenize(java.lang.String)	input	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwInvest/news/utility/Tokenizer.java
darwInvest.news.utility.Tokenizer#$@$#tokenize(java.lang.String)#$@$#input.replaceAll#$@$#METHOD	java.lang.String	replaceAll(java.lang.String,java.lang.String)	null	null	null
darwInvest.news.utility.Tokenizer#$@$#tokenize(java.lang.String)#$@$#input#$@$#PARAMETER	darwInvest.news.utility.Tokenizer	tokenize(java.lang.String)	input	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwInvest/news/utility/Tokenizer.java
darwInvest.news.utility.Tokenizer#$@$#tokenize(java.lang.String)#$@$#input.split#$@$#METHOD	java.lang.String	split(java.lang.String)	null	null	null
darwInvest.news.utility.Tokenizer#$@$#tokenize(java.lang.String)#$@$#input#$@$#PARAMETER	darwInvest.news.utility.Tokenizer	tokenize(java.lang.String)	input	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwInvest/news/utility/Tokenizer.java
darwInvest.news.utility.Tokenizer#$@$#tokenize(java.lang.String)#$@$#delimiter#$@$#FIELD	darwInvest.news.utility.Tokenizer	null	delimiter	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwInvest/news/utility/Tokenizer.java
darwInvest.news.utility.Tokenizer#$@$#tokenize(java.lang.String)#$@$#normalizers#$@$#FIELD	darwInvest.news.utility.Tokenizer	null	normalizers	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwInvest/news/utility/Tokenizer.java
darwInvest.news.utility.Tokenizer#$@$#tokenize(java.lang.String)#$@$#normalizer.normalize#$@$#METHOD	darwInvest.news.utility.Normalizer	normalize(java.lang.String)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwInvest/news/utility/Normalizer.java
darwInvest.news.utility.Tokenizer#$@$#tokenize(java.lang.String)#$@$#tokens.add#$@$#METHOD	java.util.List	add(E)	null	null	null
darwInvest.news.utility.Stemmer#$@$#Stemmer()#$@$#b#$@$#FIELD	darwInvest.news.utility.Stemmer	null	b	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwInvest/news/utility/Stemmer.java
darwInvest.news.utility.Stemmer#$@$#Stemmer()#$@$#darwInvest.news.utility.Stemmer.INC#$@$#FIELD	darwInvest.news.utility.Stemmer	null	INC	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwInvest/news/utility/Stemmer.java
darwInvest.news.utility.Stemmer#$@$#Stemmer()#$@$#i#$@$#FIELD	darwInvest.news.utility.Stemmer	null	i	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwInvest/news/utility/Stemmer.java
darwInvest.news.utility.Stemmer#$@$#Stemmer()#$@$#i_end#$@$#FIELD	darwInvest.news.utility.Stemmer	null	i_end	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwInvest/news/utility/Stemmer.java
darwInvest.news.utility.Stemmer#$@$#add(char)#$@$#i#$@$#FIELD	darwInvest.news.utility.Stemmer	null	i	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwInvest/news/utility/Stemmer.java
darwInvest.news.utility.Stemmer#$@$#add(char)#$@$#b.length#$@$#FIELD	Array	null	length	null	null
darwInvest.news.utility.Stemmer#$@$#add(char)#$@$#b#$@$#FIELD	darwInvest.news.utility.Stemmer	null	b	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwInvest/news/utility/Stemmer.java
darwInvest.news.utility.Stemmer#$@$#add(char)#$@$#i#$@$#FIELD	darwInvest.news.utility.Stemmer	null	i	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwInvest/news/utility/Stemmer.java
darwInvest.news.utility.Stemmer#$@$#add(char)#$@$#darwInvest.news.utility.Stemmer.INC#$@$#FIELD	darwInvest.news.utility.Stemmer	null	INC	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwInvest/news/utility/Stemmer.java
darwInvest.news.utility.Stemmer#$@$#add(char)#$@$#i#$@$#FIELD	darwInvest.news.utility.Stemmer	null	i	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwInvest/news/utility/Stemmer.java
darwInvest.news.utility.Stemmer#$@$#add(char)#$@$#b#$@$#FIELD	darwInvest.news.utility.Stemmer	null	b	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwInvest/news/utility/Stemmer.java
darwInvest.news.utility.Stemmer#$@$#add(char)#$@$#b#$@$#FIELD	darwInvest.news.utility.Stemmer	null	b	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwInvest/news/utility/Stemmer.java
darwInvest.news.utility.Stemmer#$@$#add(char)#$@$#b#$@$#FIELD	darwInvest.news.utility.Stemmer	null	b	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwInvest/news/utility/Stemmer.java
darwInvest.news.utility.Stemmer#$@$#add(char)#$@$#i#$@$#FIELD	darwInvest.news.utility.Stemmer	null	i	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwInvest/news/utility/Stemmer.java
darwInvest.news.utility.Stemmer#$@$#add(char)#$@$#ch#$@$#PARAMETER	darwInvest.news.utility.Stemmer	add(char)	ch	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwInvest/news/utility/Stemmer.java
darwInvest.news.utility.Stemmer#$@$#add(char[],int)#$@$#i#$@$#FIELD	darwInvest.news.utility.Stemmer	null	i	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwInvest/news/utility/Stemmer.java
darwInvest.news.utility.Stemmer#$@$#add(char[],int)#$@$#wLen#$@$#PARAMETER	darwInvest.news.utility.Stemmer	add(char[],int)	wLen	1	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwInvest/news/utility/Stemmer.java
darwInvest.news.utility.Stemmer#$@$#add(char[],int)#$@$#b.length#$@$#FIELD	Array	null	length	null	null
darwInvest.news.utility.Stemmer#$@$#add(char[],int)#$@$#b#$@$#FIELD	darwInvest.news.utility.Stemmer	null	b	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwInvest/news/utility/Stemmer.java
darwInvest.news.utility.Stemmer#$@$#add(char[],int)#$@$#i#$@$#FIELD	darwInvest.news.utility.Stemmer	null	i	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwInvest/news/utility/Stemmer.java
darwInvest.news.utility.Stemmer#$@$#add(char[],int)#$@$#wLen#$@$#PARAMETER	darwInvest.news.utility.Stemmer	add(char[],int)	wLen	1	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwInvest/news/utility/Stemmer.java
darwInvest.news.utility.Stemmer#$@$#add(char[],int)#$@$#darwInvest.news.utility.Stemmer.INC#$@$#FIELD	darwInvest.news.utility.Stemmer	null	INC	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwInvest/news/utility/Stemmer.java
