enc_class	enc_method	exp	kind	class	method	param	index	uri
es.dagaren.gladiator.main.Main#$@$#main(java.lang.String[])#$@$#args.length#$@$#FIELD	Array	null	length	null	null
es.dagaren.gladiator.search.AlphaBetaSearcher#$@$#search()#$@$#aspirationSearchsFails#$@$#FIELD	es.dagaren.gladiator.search.AlphaBetaSearcher	null	aspirationSearchsFails	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/search/AlphaBetaSearcher.java
es.dagaren.gladiator.search.AlphaBetaSearcher#$@$#search()#$@$#alpha#$@$#FIELD	es.dagaren.gladiator.search.AlphaBetaSearcher	null	alpha	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/search/AlphaBetaSearcher.java
es.dagaren.gladiator.search.AlphaBetaSearcher#$@$#search()#$@$#alpha#$@$#FIELD	es.dagaren.gladiator.search.AlphaBetaSearcher	null	alpha	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/search/AlphaBetaSearcher.java
es.dagaren.gladiator.search.AlphaBetaSearcher#$@$#search()#$@$#INITIAL_ALPHA#$@$#FIELD	es.dagaren.gladiator.search.AlphaBetaSearcher	null	INITIAL_ALPHA	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/search/AlphaBetaSearcher.java
es.dagaren.gladiator.search.AlphaBetaSearcher#$@$#search()#$@$#beta#$@$#FIELD	es.dagaren.gladiator.search.AlphaBetaSearcher	null	beta	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/search/AlphaBetaSearcher.java
es.dagaren.gladiator.search.AlphaBetaSearcher#$@$#search()#$@$#beta#$@$#FIELD	es.dagaren.gladiator.search.AlphaBetaSearcher	null	beta	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/search/AlphaBetaSearcher.java
es.dagaren.gladiator.search.AlphaBetaSearcher#$@$#search()#$@$#alpha#$@$#FIELD	es.dagaren.gladiator.search.AlphaBetaSearcher	null	alpha	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/search/AlphaBetaSearcher.java
es.dagaren.gladiator.search.AlphaBetaSearcher#$@$#search()#$@$#beta#$@$#FIELD	es.dagaren.gladiator.search.AlphaBetaSearcher	null	beta	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/search/AlphaBetaSearcher.java
es.dagaren.gladiator.search.AlphaBetaSearcher#$@$#search()#$@$#INITIAL_BETA#$@$#FIELD	es.dagaren.gladiator.search.AlphaBetaSearcher	null	INITIAL_BETA	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/search/AlphaBetaSearcher.java
es.dagaren.gladiator.search.AlphaBetaSearcher#$@$#search()#$@$#alphaBeta#$@$#METHOD	es.dagaren.gladiator.search.AlphaBetaSearcher	alphaBeta(es.dagaren.gladiator.representation.Position,int,int,int,int)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/search/AlphaBetaSearcher.java
es.dagaren.gladiator.search.AlphaBetaSearcher#$@$#search()#$@$#position#$@$#FIELD	es.dagaren.gladiator.search.Searcher	null	position	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/search/Searcher.java
es.dagaren.gladiator.search.AlphaBetaSearcher#$@$#search()#$@$#alpha#$@$#FIELD	es.dagaren.gladiator.search.AlphaBetaSearcher	null	alpha	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/search/AlphaBetaSearcher.java
es.dagaren.gladiator.search.AlphaBetaSearcher#$@$#search()#$@$#beta#$@$#FIELD	es.dagaren.gladiator.search.AlphaBetaSearcher	null	beta	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/search/AlphaBetaSearcher.java
es.dagaren.gladiator.search.AlphaBetaSearcher#$@$#search()#$@$#depth#$@$#FIELD	es.dagaren.gladiator.search.AlphaBetaSearcher	null	depth	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/search/AlphaBetaSearcher.java
es.dagaren.gladiator.search.AlphaBetaSearcher#$@$#search()#$@$#EXIT_SCORE#$@$#FIELD	es.dagaren.gladiator.search.Searcher	null	EXIT_SCORE	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/search/Searcher.java
es.dagaren.gladiator.search.AlphaBetaSearcher#$@$#search()#$@$#alpha#$@$#FIELD	es.dagaren.gladiator.search.AlphaBetaSearcher	null	alpha	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/search/AlphaBetaSearcher.java
es.dagaren.gladiator.search.AlphaBetaSearcher#$@$#search()#$@$#beta#$@$#FIELD	es.dagaren.gladiator.search.AlphaBetaSearcher	null	beta	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/search/AlphaBetaSearcher.java
es.dagaren.gladiator.search.AlphaBetaSearcher#$@$#search()#$@$#aspirationSearchInstabilityFails#$@$#FIELD	es.dagaren.gladiator.search.AlphaBetaSearcher	null	aspirationSearchInstabilityFails	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/search/AlphaBetaSearcher.java
es.dagaren.gladiator.search.AlphaBetaSearcher#$@$#search()#$@$#alpha#$@$#FIELD	es.dagaren.gladiator.search.AlphaBetaSearcher	null	alpha	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/search/AlphaBetaSearcher.java
es.dagaren.gladiator.search.AlphaBetaSearcher#$@$#search()#$@$#INITIAL_ALPHA#$@$#FIELD	es.dagaren.gladiator.search.AlphaBetaSearcher	null	INITIAL_ALPHA	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/search/AlphaBetaSearcher.java
es.dagaren.gladiator.search.AlphaBetaSearcher#$@$#search()#$@$#beta#$@$#FIELD	es.dagaren.gladiator.search.AlphaBetaSearcher	null	beta	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/search/AlphaBetaSearcher.java
es.dagaren.gladiator.search.AlphaBetaSearcher#$@$#search()#$@$#INITIAL_BETA#$@$#FIELD	es.dagaren.gladiator.search.AlphaBetaSearcher	null	INITIAL_BETA	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/search/AlphaBetaSearcher.java
es.dagaren.gladiator.search.AlphaBetaSearcher#$@$#search()#$@$#alphaBeta#$@$#METHOD	es.dagaren.gladiator.search.AlphaBetaSearcher	alphaBeta(es.dagaren.gladiator.representation.Position,int,int,int,int)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/search/AlphaBetaSearcher.java
es.dagaren.gladiator.search.AlphaBetaSearcher#$@$#search()#$@$#position#$@$#FIELD	es.dagaren.gladiator.search.Searcher	null	position	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/search/Searcher.java
es.dagaren.gladiator.search.AlphaBetaSearcher#$@$#search()#$@$#alpha#$@$#FIELD	es.dagaren.gladiator.search.AlphaBetaSearcher	null	alpha	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/search/AlphaBetaSearcher.java
es.dagaren.gladiator.search.AlphaBetaSearcher#$@$#search()#$@$#beta#$@$#FIELD	es.dagaren.gladiator.search.AlphaBetaSearcher	null	beta	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/search/AlphaBetaSearcher.java
es.dagaren.gladiator.search.AlphaBetaSearcher#$@$#search()#$@$#depth#$@$#FIELD	es.dagaren.gladiator.search.AlphaBetaSearcher	null	depth	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/search/AlphaBetaSearcher.java
es.dagaren.gladiator.search.AlphaBetaSearcher#$@$#search()#$@$#EXIT_SCORE#$@$#FIELD	es.dagaren.gladiator.search.Searcher	null	EXIT_SCORE	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/search/Searcher.java
es.dagaren.gladiator.search.AlphaBetaSearcher#$@$#search()#$@$#bestPrincipalVariation#$@$#FIELD	es.dagaren.gladiator.search.Searcher	null	bestPrincipalVariation	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/search/Searcher.java
es.dagaren.gladiator.search.AlphaBetaSearcher#$@$#search()#$@$#principalVariation.getPrincipalVariation#$@$#METHOD	es.dagaren.gladiator.search.PrincipalVariation	getPrincipalVariation()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/search/PrincipalVariation.java
es.dagaren.gladiator.search.AlphaBetaSearcher#$@$#search()#$@$#principalVariation#$@$#FIELD	es.dagaren.gladiator.search.AlphaBetaSearcher	null	principalVariation	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/search/AlphaBetaSearcher.java
es.dagaren.gladiator.search.AlphaBetaSearcher#$@$#search()#$@$#bestScore#$@$#FIELD	es.dagaren.gladiator.search.AlphaBetaSearcher	null	bestScore	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/search/AlphaBetaSearcher.java
es.dagaren.gladiator.search.AlphaBetaSearcher#$@$#search()#$@$#bestPrincipalVariation#$@$#FIELD	es.dagaren.gladiator.search.Searcher	null	bestPrincipalVariation	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/search/Searcher.java
es.dagaren.gladiator.search.AlphaBetaSearcher#$@$#search()#$@$#Notation.toString#$@$#METHOD	es.dagaren.gladiator.notation.Notation	toString(es.dagaren.gladiator.representation.Movement)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/notation/Notation.java
es.dagaren.gladiator.search.AlphaBetaSearcher#$@$#search()#$@$#logger.info#$@$#METHOD	org.apache.log4j.Category	info(java.lang.Object)	null	null	null
es.dagaren.gladiator.search.AlphaBetaSearcher#$@$#search()#$@$#logger#$@$#FIELD	es.dagaren.gladiator.search.AlphaBetaSearcher	null	logger	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/search/AlphaBetaSearcher.java
es.dagaren.gladiator.search.AlphaBetaSearcher#$@$#search()#$@$#depth#$@$#FIELD	es.dagaren.gladiator.search.AlphaBetaSearcher	null	depth	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/search/AlphaBetaSearcher.java
es.dagaren.gladiator.search.AlphaBetaSearcher#$@$#search()#$@$#logger.info#$@$#METHOD	org.apache.log4j.Category	info(java.lang.Object)	null	null	null
es.dagaren.gladiator.search.AlphaBetaSearcher#$@$#search()#$@$#logger#$@$#FIELD	es.dagaren.gladiator.search.AlphaBetaSearcher	null	logger	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/search/AlphaBetaSearcher.java
es.dagaren.gladiator.search.AlphaBetaSearcher#$@$#search()#$@$#depth#$@$#FIELD	es.dagaren.gladiator.search.AlphaBetaSearcher	null	depth	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/search/AlphaBetaSearcher.java
es.dagaren.gladiator.search.AlphaBetaSearcher#$@$#search()#$@$#bestScore#$@$#FIELD	es.dagaren.gladiator.search.AlphaBetaSearcher	null	bestScore	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/search/AlphaBetaSearcher.java
es.dagaren.gladiator.search.AlphaBetaSearcher#$@$#search()#$@$#nodes#$@$#FIELD	es.dagaren.gladiator.search.AlphaBetaSearcher	null	nodes	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/search/AlphaBetaSearcher.java
es.dagaren.gladiator.search.AlphaBetaSearcher#$@$#search()#$@$#qnodes#$@$#FIELD	es.dagaren.gladiator.search.AlphaBetaSearcher	null	qnodes	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/search/AlphaBetaSearcher.java
es.dagaren.gladiator.search.AlphaBetaSearcher#$@$#search()#$@$#nodes#$@$#FIELD	es.dagaren.gladiator.search.AlphaBetaSearcher	null	nodes	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/search/AlphaBetaSearcher.java
es.dagaren.gladiator.search.AlphaBetaSearcher#$@$#search()#$@$#nodes#$@$#FIELD	es.dagaren.gladiator.search.AlphaBetaSearcher	null	nodes	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/search/AlphaBetaSearcher.java
es.dagaren.gladiator.search.AlphaBetaSearcher#$@$#search()#$@$#qnodes#$@$#FIELD	es.dagaren.gladiator.search.AlphaBetaSearcher	null	qnodes	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/search/AlphaBetaSearcher.java
es.dagaren.gladiator.search.AlphaBetaSearcher#$@$#search()#$@$#nodes#$@$#FIELD	es.dagaren.gladiator.search.AlphaBetaSearcher	null	nodes	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/search/AlphaBetaSearcher.java
es.dagaren.gladiator.search.AlphaBetaSearcher#$@$#search()#$@$#qnodes#$@$#FIELD	es.dagaren.gladiator.search.AlphaBetaSearcher	null	qnodes	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/search/AlphaBetaSearcher.java
es.dagaren.gladiator.search.AlphaBetaSearcher#$@$#search()#$@$#qnodes#$@$#FIELD	es.dagaren.gladiator.search.AlphaBetaSearcher	null	qnodes	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/search/AlphaBetaSearcher.java
es.dagaren.gladiator.search.AlphaBetaSearcher#$@$#search()#$@$#nodes#$@$#FIELD	es.dagaren.gladiator.search.AlphaBetaSearcher	null	nodes	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/search/AlphaBetaSearcher.java
es.dagaren.gladiator.search.AlphaBetaSearcher#$@$#search()#$@$#qnodes#$@$#FIELD	es.dagaren.gladiator.search.AlphaBetaSearcher	null	qnodes	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/search/AlphaBetaSearcher.java
es.dagaren.gladiator.search.AlphaBetaSearcher#$@$#search()#$@$#cutoffs#$@$#FIELD	es.dagaren.gladiator.search.AlphaBetaSearcher	null	cutoffs	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/search/AlphaBetaSearcher.java
es.dagaren.gladiator.search.AlphaBetaSearcher#$@$#search()#$@$#nodes#$@$#FIELD	es.dagaren.gladiator.search.AlphaBetaSearcher	null	nodes	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/search/AlphaBetaSearcher.java
es.dagaren.gladiator.search.AlphaBetaSearcher#$@$#search()#$@$#cutoffs#$@$#FIELD	es.dagaren.gladiator.search.AlphaBetaSearcher	null	cutoffs	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/search/AlphaBetaSearcher.java
es.dagaren.gladiator.search.AlphaBetaSearcher#$@$#search()#$@$#cutoffs#$@$#FIELD	es.dagaren.gladiator.search.AlphaBetaSearcher	null	cutoffs	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/search/AlphaBetaSearcher.java
es.dagaren.gladiator.search.AlphaBetaSearcher#$@$#search()#$@$#nodes#$@$#FIELD	es.dagaren.gladiator.search.AlphaBetaSearcher	null	nodes	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/search/AlphaBetaSearcher.java
es.dagaren.gladiator.search.AlphaBetaSearcher#$@$#search()#$@$#qcutoffs#$@$#FIELD	es.dagaren.gladiator.search.AlphaBetaSearcher	null	qcutoffs	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/search/AlphaBetaSearcher.java
es.dagaren.gladiator.search.AlphaBetaSearcher#$@$#search()#$@$#qnodes#$@$#FIELD	es.dagaren.gladiator.search.AlphaBetaSearcher	null	qnodes	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/search/AlphaBetaSearcher.java
es.dagaren.gladiator.search.AlphaBetaSearcher#$@$#search()#$@$#qcutoffs#$@$#FIELD	es.dagaren.gladiator.search.AlphaBetaSearcher	null	qcutoffs	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/search/AlphaBetaSearcher.java
es.dagaren.gladiator.search.AlphaBetaSearcher#$@$#search()#$@$#qcutoffs#$@$#FIELD	es.dagaren.gladiator.search.AlphaBetaSearcher	null	qcutoffs	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/search/AlphaBetaSearcher.java
es.dagaren.gladiator.search.AlphaBetaSearcher#$@$#search()#$@$#qnodes#$@$#FIELD	es.dagaren.gladiator.search.AlphaBetaSearcher	null	qnodes	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/search/AlphaBetaSearcher.java
es.dagaren.gladiator.search.AlphaBetaSearcher#$@$#search()#$@$#aspirationSearchs#$@$#FIELD	es.dagaren.gladiator.search.AlphaBetaSearcher	null	aspirationSearchs	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/search/AlphaBetaSearcher.java
es.dagaren.gladiator.search.AlphaBetaSearcher#$@$#search()#$@$#aspirationSearchsFails#$@$#FIELD	es.dagaren.gladiator.search.AlphaBetaSearcher	null	aspirationSearchsFails	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/search/AlphaBetaSearcher.java
es.dagaren.gladiator.search.AlphaBetaSearcher#$@$#search()#$@$#aspirationSearchs#$@$#FIELD	es.dagaren.gladiator.search.AlphaBetaSearcher	null	aspirationSearchs	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/search/AlphaBetaSearcher.java
es.dagaren.gladiator.search.AlphaBetaSearcher#$@$#search()#$@$#pvsHits#$@$#FIELD	es.dagaren.gladiator.search.AlphaBetaSearcher	null	pvsHits	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/search/AlphaBetaSearcher.java
es.dagaren.gladiator.search.AlphaBetaSearcher#$@$#search()#$@$#pvsFails#$@$#FIELD	es.dagaren.gladiator.search.AlphaBetaSearcher	null	pvsFails	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/search/AlphaBetaSearcher.java
es.dagaren.gladiator.search.AlphaBetaSearcher#$@$#search()#$@$#pvsHits#$@$#FIELD	es.dagaren.gladiator.search.AlphaBetaSearcher	null	pvsHits	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/search/AlphaBetaSearcher.java
