enc_class	enc_method	exp	kind	class	method	param	index	uri
com.strategy.api.interpreter.InterpreterManager#$@$#scheduleInterpreter(java.lang.Thread)#$@$#scheduler.scheduleWithFixedDelay#$@$#METHOD	java.util.concurrent.ScheduledExecutorService	scheduleWithFixedDelay(java.lang.Runnable,long,long,java.util.concurrent.TimeUnit)	null	null	null
com.strategy.havannah.logic.PathsIter#$@$#PathsIter(net.sf.javabdd.BDDFactory,com.strategy.api.board.Board)#$@$#this#$@$#FIELD	com.strategy.havannah.logic.PathsIter	null	this	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/havannah/logic/PathsIter.java
com.strategy.havannah.logic.PathsIter#$@$#PathsIter(net.sf.javabdd.BDDFactory,com.strategy.api.board.Board)#$@$#fac#$@$#PARAMETER	com.strategy.havannah.logic.PathsIter	PathsIter(net.sf.javabdd.BDDFactory,com.strategy.api.board.Board)	fac	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/havannah/logic/PathsIter.java
com.strategy.havannah.logic.PathsIter#$@$#PathsIter(net.sf.javabdd.BDDFactory,com.strategy.api.board.Board)#$@$#this.board#$@$#FIELD	com.strategy.havannah.logic.PathsIter	null	board	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/havannah/logic/PathsIter.java
com.strategy.havannah.logic.PathsIter#$@$#PathsIter(net.sf.javabdd.BDDFactory,com.strategy.api.board.Board)#$@$#this#$@$#FIELD	com.strategy.havannah.logic.PathsIter	null	this	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/havannah/logic/PathsIter.java
com.strategy.havannah.logic.PathsIter#$@$#PathsIter(net.sf.javabdd.BDDFactory,com.strategy.api.board.Board)#$@$#board#$@$#PARAMETER	com.strategy.havannah.logic.PathsIter	PathsIter(net.sf.javabdd.BDDFactory,com.strategy.api.board.Board)	board	1	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/havannah/logic/PathsIter.java
com.strategy.havannah.logic.PathsIter#$@$#PathsIter(net.sf.javabdd.BDDFactory,com.strategy.api.board.Board)#$@$#this.rec#$@$#FIELD	com.strategy.havannah.logic.PathsIter	null	rec	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/havannah/logic/PathsIter.java
com.strategy.havannah.logic.PathsIter#$@$#PathsIter(net.sf.javabdd.BDDFactory,com.strategy.api.board.Board)#$@$#this#$@$#FIELD	com.strategy.havannah.logic.PathsIter	null	this	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/havannah/logic/PathsIter.java
com.strategy.havannah.logic.PathsIter#$@$#PathsIter(net.sf.javabdd.BDDFactory,com.strategy.api.board.Board)#$@$#Debug.create#$@$#METHOD	com.strategy.util.Debug	create(java.lang.String)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/util/Debug.java
com.strategy.havannah.logic.PathsIter#$@$#PathsIter(net.sf.javabdd.BDDFactory,com.strategy.api.board.Board)#$@$#initReachability#$@$#METHOD	com.strategy.havannah.logic.PathsIter	initReachability()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/havannah/logic/PathsIter.java
com.strategy.havannah.logic.PathsIter#$@$#PathsIter(net.sf.javabdd.BDDFactory,com.strategy.api.board.Board)#$@$#initlog.log#$@$#METHOD	com.strategy.util.Debug	log()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/util/Debug.java
com.strategy.havannah.logic.PathsIter#$@$#getPath(com.strategy.api.logic.Position,com.strategy.api.logic.Position,com.strategy.util.StoneColor)#$@$#p.equals#$@$#METHOD	java.lang.Object	equals(java.lang.Object)	null	null	null
com.strategy.havannah.logic.PathsIter#$@$#getPath(com.strategy.api.logic.Position,com.strategy.api.logic.Position,com.strategy.util.StoneColor)#$@$#p#$@$#PARAMETER	com.strategy.havannah.logic.PathsIter	getPath(com.strategy.api.logic.Position,com.strategy.api.logic.Position,com.strategy.util.StoneColor)	p	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/havannah/logic/PathsIter.java
com.strategy.havannah.logic.PathsIter#$@$#getPath(com.strategy.api.logic.Position,com.strategy.api.logic.Position,com.strategy.util.StoneColor)#$@$#q#$@$#PARAMETER	com.strategy.havannah.logic.PathsIter	getPath(com.strategy.api.logic.Position,com.strategy.api.logic.Position,com.strategy.util.StoneColor)	q	1	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/havannah/logic/PathsIter.java
com.strategy.havannah.logic.PathsIter#$@$#getPath(com.strategy.api.logic.Position,com.strategy.api.logic.Position,com.strategy.util.StoneColor)#$@$#fac.one#$@$#METHOD	net.sf.javabdd.BDDFactory	one()	null	null	null
com.strategy.havannah.logic.PathsIter#$@$#getPath(com.strategy.api.logic.Position,com.strategy.api.logic.Position,com.strategy.util.StoneColor)#$@$#fac#$@$#FIELD	com.strategy.havannah.logic.PathsIter	null	fac	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/havannah/logic/PathsIter.java
com.strategy.havannah.logic.PathsIter#$@$#getPath(com.strategy.api.logic.Position,com.strategy.api.logic.Position,com.strategy.util.StoneColor)#$@$#board.getField(p.getRow(), p.getCol()).getIndex#$@$#METHOD	com.strategy.api.field.Field	getIndex()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/api/field/Field.java
com.strategy.havannah.logic.PathsIter#$@$#getPath(com.strategy.api.logic.Position,com.strategy.api.logic.Position,com.strategy.util.StoneColor)#$@$#board.getField#$@$#METHOD	com.strategy.api.board.Board	getField(int,int)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/api/board/Board.java
com.strategy.havannah.logic.PathsIter#$@$#getPath(com.strategy.api.logic.Position,com.strategy.api.logic.Position,com.strategy.util.StoneColor)#$@$#board#$@$#FIELD	com.strategy.havannah.logic.PathsIter	null	board	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/havannah/logic/PathsIter.java
com.strategy.havannah.logic.PathsIter#$@$#getPath(com.strategy.api.logic.Position,com.strategy.api.logic.Position,com.strategy.util.StoneColor)#$@$#p.getRow#$@$#METHOD	com.strategy.api.logic.Position	getRow()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/api/logic/Position.java
com.strategy.havannah.logic.PathsIter#$@$#getPath(com.strategy.api.logic.Position,com.strategy.api.logic.Position,com.strategy.util.StoneColor)#$@$#p#$@$#PARAMETER	com.strategy.havannah.logic.PathsIter	getPath(com.strategy.api.logic.Position,com.strategy.api.logic.Position,com.strategy.util.StoneColor)	p	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/havannah/logic/PathsIter.java
com.strategy.havannah.logic.PathsIter#$@$#getPath(com.strategy.api.logic.Position,com.strategy.api.logic.Position,com.strategy.util.StoneColor)#$@$#p.getCol#$@$#METHOD	com.strategy.api.logic.Position	getCol()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/api/logic/Position.java
com.strategy.havannah.logic.PathsIter#$@$#getPath(com.strategy.api.logic.Position,com.strategy.api.logic.Position,com.strategy.util.StoneColor)#$@$#p#$@$#PARAMETER	com.strategy.havannah.logic.PathsIter	getPath(com.strategy.api.logic.Position,com.strategy.api.logic.Position,com.strategy.util.StoneColor)	p	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/havannah/logic/PathsIter.java
com.strategy.havannah.logic.PathsIter#$@$#getPath(com.strategy.api.logic.Position,com.strategy.api.logic.Position,com.strategy.util.StoneColor)#$@$#board.getField(q.getRow(), q.getCol()).getIndex#$@$#METHOD	com.strategy.api.field.Field	getIndex()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/api/field/Field.java
com.strategy.havannah.logic.PathsIter#$@$#getPath(com.strategy.api.logic.Position,com.strategy.api.logic.Position,com.strategy.util.StoneColor)#$@$#board.getField#$@$#METHOD	com.strategy.api.board.Board	getField(int,int)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/api/board/Board.java
com.strategy.havannah.logic.PathsIter#$@$#getPath(com.strategy.api.logic.Position,com.strategy.api.logic.Position,com.strategy.util.StoneColor)#$@$#board#$@$#FIELD	com.strategy.havannah.logic.PathsIter	null	board	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/havannah/logic/PathsIter.java
com.strategy.havannah.logic.PathsIter#$@$#getPath(com.strategy.api.logic.Position,com.strategy.api.logic.Position,com.strategy.util.StoneColor)#$@$#q.getRow#$@$#METHOD	com.strategy.api.logic.Position	getRow()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/api/logic/Position.java
com.strategy.havannah.logic.PathsIter#$@$#getPath(com.strategy.api.logic.Position,com.strategy.api.logic.Position,com.strategy.util.StoneColor)#$@$#q#$@$#PARAMETER	com.strategy.havannah.logic.PathsIter	getPath(com.strategy.api.logic.Position,com.strategy.api.logic.Position,com.strategy.util.StoneColor)	q	1	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/havannah/logic/PathsIter.java
com.strategy.havannah.logic.PathsIter#$@$#getPath(com.strategy.api.logic.Position,com.strategy.api.logic.Position,com.strategy.util.StoneColor)#$@$#q.getCol#$@$#METHOD	com.strategy.api.logic.Position	getCol()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/api/logic/Position.java
com.strategy.havannah.logic.PathsIter#$@$#getPath(com.strategy.api.logic.Position,com.strategy.api.logic.Position,com.strategy.util.StoneColor)#$@$#q#$@$#PARAMETER	com.strategy.havannah.logic.PathsIter	getPath(com.strategy.api.logic.Position,com.strategy.api.logic.Position,com.strategy.util.StoneColor)	q	1	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/havannah/logic/PathsIter.java
com.strategy.havannah.logic.PathsIter#$@$#getPath(com.strategy.api.logic.Position,com.strategy.api.logic.Position,com.strategy.util.StoneColor)#$@$#board.getRows#$@$#METHOD	com.strategy.api.board.Board	getRows()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/api/board/Board.java
com.strategy.havannah.logic.PathsIter#$@$#getPath(com.strategy.api.logic.Position,com.strategy.api.logic.Position,com.strategy.util.StoneColor)#$@$#board#$@$#FIELD	com.strategy.havannah.logic.PathsIter	null	board	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/havannah/logic/PathsIter.java
com.strategy.havannah.logic.PathsIter#$@$#getPath(com.strategy.api.logic.Position,com.strategy.api.logic.Position,com.strategy.util.StoneColor)#$@$#board.getColumns#$@$#METHOD	com.strategy.api.board.Board	getColumns()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/api/board/Board.java
com.strategy.havannah.logic.PathsIter#$@$#getPath(com.strategy.api.logic.Position,com.strategy.api.logic.Position,com.strategy.util.StoneColor)#$@$#board#$@$#FIELD	com.strategy.havannah.logic.PathsIter	null	board	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/havannah/logic/PathsIter.java
com.strategy.havannah.logic.PathsIter#$@$#getPath(com.strategy.api.logic.Position,com.strategy.api.logic.Position,com.strategy.util.StoneColor)#$@$#color.equals#$@$#METHOD	java.lang.Enum	equals(java.lang.Object)	null	null	null
com.strategy.havannah.logic.PathsIter#$@$#getPath(com.strategy.api.logic.Position,com.strategy.api.logic.Position,com.strategy.util.StoneColor)#$@$#color#$@$#PARAMETER	com.strategy.havannah.logic.PathsIter	getPath(com.strategy.api.logic.Position,com.strategy.api.logic.Position,com.strategy.util.StoneColor)	color	2	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/havannah/logic/PathsIter.java
com.strategy.havannah.logic.PathsIter#$@$#getPath(com.strategy.api.logic.Position,com.strategy.api.logic.Position,com.strategy.util.StoneColor)#$@$#reachWhite[V * indexP + indexQ].id#$@$#METHOD	net.sf.javabdd.BDD	id()	null	null	null
com.strategy.havannah.logic.PathsIter#$@$#getPath(com.strategy.api.logic.Position,com.strategy.api.logic.Position,com.strategy.util.StoneColor)#$@$#reachWhite#$@$#FIELD	com.strategy.havannah.logic.PathsIter	null	reachWhite	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/havannah/logic/PathsIter.java
com.strategy.havannah.logic.PathsIter#$@$#getPath(com.strategy.api.logic.Position,com.strategy.api.logic.Position,com.strategy.util.StoneColor)#$@$#reachBlack[V * indexP + indexQ].id#$@$#METHOD	net.sf.javabdd.BDD	id()	null	null	null
com.strategy.havannah.logic.PathsIter#$@$#getPath(com.strategy.api.logic.Position,com.strategy.api.logic.Position,com.strategy.util.StoneColor)#$@$#reachBlack#$@$#FIELD	com.strategy.havannah.logic.PathsIter	null	reachBlack	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/havannah/logic/PathsIter.java
com.strategy.havannah.logic.PathsIter#$@$#log()#$@$#Preferences.getInstance().getOut#$@$#METHOD	com.strategy.util.preferences.Preferences	getOut()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/util/preferences/Preferences.java
com.strategy.havannah.logic.PathsIter#$@$#log()#$@$#Preferences.getInstance#$@$#METHOD	com.strategy.util.preferences.Preferences	getInstance()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/util/preferences/Preferences.java
com.strategy.havannah.logic.PathsIter#$@$#log()#$@$#Preferences.getInstance().getOut().println#$@$#METHOD	java.io.PrintStream	println(java.lang.String)	null	null	null
com.strategy.havannah.logic.PathsIter#$@$#log()#$@$#Preferences.getInstance().getOut#$@$#METHOD	com.strategy.util.preferences.Preferences	getOut()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/util/preferences/Preferences.java
com.strategy.havannah.logic.PathsIter#$@$#log()#$@$#Preferences.getInstance#$@$#METHOD	com.strategy.util.preferences.Preferences	getInstance()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/util/preferences/Preferences.java
com.strategy.havannah.logic.PathsIter#$@$#log()#$@$#rec#$@$#FIELD	com.strategy.havannah.logic.PathsIter	null	rec	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/havannah/logic/PathsIter.java
com.strategy.havannah.logic.PathsIter#$@$#log()#$@$#logPandQ.log#$@$#METHOD	com.strategy.util.operation.Logging	log()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/util/operation/Logging.java
com.strategy.havannah.logic.PathsIter#$@$#log()#$@$#logPandQ#$@$#FIELD	com.strategy.havannah.logic.PathsIter	null	logPandQ	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/havannah/logic/PathsIter.java
com.strategy.havannah.logic.PathsIter#$@$#log()#$@$#logNPandNQ.log#$@$#METHOD	com.strategy.util.operation.Logging	log()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/util/operation/Logging.java
com.strategy.havannah.logic.PathsIter#$@$#log()#$@$#logNPandNQ#$@$#FIELD	com.strategy.havannah.logic.PathsIter	null	logNPandNQ	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/havannah/logic/PathsIter.java
com.strategy.havannah.logic.PathsIter#$@$#log()#$@$#logPMandMQ.log#$@$#METHOD	com.strategy.util.operation.Logging	log()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/util/operation/Logging.java
com.strategy.havannah.logic.PathsIter#$@$#log()#$@$#logPMandMQ#$@$#FIELD	com.strategy.havannah.logic.PathsIter	null	logPMandMQ	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/havannah/logic/PathsIter.java
com.strategy.havannah.logic.PathsIter#$@$#log()#$@$#logPQorPMMQ.log#$@$#METHOD	com.strategy.util.operation.Logging	log()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/util/operation/Logging.java
com.strategy.havannah.logic.PathsIter#$@$#log()#$@$#logPQorPMMQ#$@$#FIELD	com.strategy.havannah.logic.PathsIter	null	logPQorPMMQ	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/havannah/logic/PathsIter.java
com.strategy.havannah.logic.PathsIter#$@$#done()#$@$#freeMatrix#$@$#METHOD	com.strategy.havannah.logic.PathsIter	freeMatrix(net.sf.javabdd.BDD[])	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/havannah/logic/PathsIter.java
com.strategy.havannah.logic.PathsIter#$@$#done()#$@$#reachWhite#$@$#FIELD	com.strategy.havannah.logic.PathsIter	null	reachWhite	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/havannah/logic/PathsIter.java
com.strategy.havannah.logic.PathsIter#$@$#done()#$@$#freeMatrix#$@$#METHOD	com.strategy.havannah.logic.PathsIter	freeMatrix(net.sf.javabdd.BDD[])	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/havannah/logic/PathsIter.java
com.strategy.havannah.logic.PathsIter#$@$#done()#$@$#reachBlack#$@$#FIELD	com.strategy.havannah.logic.PathsIter	null	reachBlack	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/havannah/logic/PathsIter.java
com.strategy.havannah.logic.PathsIter#$@$#initReachability()#$@$#board.getColumns#$@$#METHOD	com.strategy.api.board.Board	getColumns()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/api/board/Board.java
com.strategy.havannah.logic.PathsIter#$@$#initReachability()#$@$#board#$@$#FIELD	com.strategy.havannah.logic.PathsIter	null	board	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/havannah/logic/PathsIter.java
