enc_class	enc_method	exp	kind	class	method	param	index	uri
net.katsuster.ememu.ui.Main#$@$#usage(java.lang.String[])#$@$#System.out.println#$@$#METHOD	java.io.PrintStream	println(java.lang.String)	null	null	null
net.katsuster.ememu.arm.core.ExecStageThumb#$@$#execute(net.katsuster.ememu.arm.core.Opcode,boolean)#$@$#executeTst#$@$#METHOD	net.katsuster.ememu.arm.core.ExecStageThumb	executeTst(net.katsuster.ememu.arm.core.InstructionThumb,boolean)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/ExecStageThumb.java
net.katsuster.ememu.arm.core.ExecStageThumb#$@$#execute(net.katsuster.ememu.arm.core.Opcode,boolean)#$@$#exec#$@$#PARAMETER	net.katsuster.ememu.arm.core.ExecStageThumb	execute(net.katsuster.ememu.arm.core.Opcode,boolean)	exec	1	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/ExecStageThumb.java
net.katsuster.ememu.arm.core.ExecStageThumb#$@$#execute(net.katsuster.ememu.arm.core.Opcode,boolean)#$@$#executeNeg#$@$#METHOD	net.katsuster.ememu.arm.core.ExecStageThumb	executeNeg(net.katsuster.ememu.arm.core.InstructionThumb,boolean)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/ExecStageThumb.java
net.katsuster.ememu.arm.core.ExecStageThumb#$@$#execute(net.katsuster.ememu.arm.core.Opcode,boolean)#$@$#exec#$@$#PARAMETER	net.katsuster.ememu.arm.core.ExecStageThumb	execute(net.katsuster.ememu.arm.core.Opcode,boolean)	exec	1	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/ExecStageThumb.java
net.katsuster.ememu.arm.core.ExecStageThumb#$@$#execute(net.katsuster.ememu.arm.core.Opcode,boolean)#$@$#executeCmp2#$@$#METHOD	net.katsuster.ememu.arm.core.ExecStageThumb	executeCmp2(net.katsuster.ememu.arm.core.InstructionThumb,boolean)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/ExecStageThumb.java
net.katsuster.ememu.arm.core.ExecStageThumb#$@$#execute(net.katsuster.ememu.arm.core.Opcode,boolean)#$@$#exec#$@$#PARAMETER	net.katsuster.ememu.arm.core.ExecStageThumb	execute(net.katsuster.ememu.arm.core.Opcode,boolean)	exec	1	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/ExecStageThumb.java
net.katsuster.ememu.arm.core.ExecStageThumb#$@$#execute(net.katsuster.ememu.arm.core.Opcode,boolean)#$@$#executeCmn#$@$#METHOD	net.katsuster.ememu.arm.core.ExecStageThumb	executeCmn(net.katsuster.ememu.arm.core.InstructionThumb,boolean)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/ExecStageThumb.java
net.katsuster.ememu.arm.core.ExecStageThumb#$@$#execute(net.katsuster.ememu.arm.core.Opcode,boolean)#$@$#exec#$@$#PARAMETER	net.katsuster.ememu.arm.core.ExecStageThumb	execute(net.katsuster.ememu.arm.core.Opcode,boolean)	exec	1	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/ExecStageThumb.java
net.katsuster.ememu.arm.core.ExecStageThumb#$@$#execute(net.katsuster.ememu.arm.core.Opcode,boolean)#$@$#executeOrr#$@$#METHOD	net.katsuster.ememu.arm.core.ExecStageThumb	executeOrr(net.katsuster.ememu.arm.core.InstructionThumb,boolean)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/ExecStageThumb.java
net.katsuster.ememu.arm.core.ExecStageThumb#$@$#execute(net.katsuster.ememu.arm.core.Opcode,boolean)#$@$#exec#$@$#PARAMETER	net.katsuster.ememu.arm.core.ExecStageThumb	execute(net.katsuster.ememu.arm.core.Opcode,boolean)	exec	1	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/ExecStageThumb.java
net.katsuster.ememu.arm.core.ExecStageThumb#$@$#execute(net.katsuster.ememu.arm.core.Opcode,boolean)#$@$#executeMul#$@$#METHOD	net.katsuster.ememu.arm.core.ExecStageThumb	executeMul(net.katsuster.ememu.arm.core.InstructionThumb,boolean)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/ExecStageThumb.java
net.katsuster.ememu.arm.core.ExecStageThumb#$@$#execute(net.katsuster.ememu.arm.core.Opcode,boolean)#$@$#exec#$@$#PARAMETER	net.katsuster.ememu.arm.core.ExecStageThumb	execute(net.katsuster.ememu.arm.core.Opcode,boolean)	exec	1	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/ExecStageThumb.java
net.katsuster.ememu.arm.core.ExecStageThumb#$@$#execute(net.katsuster.ememu.arm.core.Opcode,boolean)#$@$#executeBic#$@$#METHOD	net.katsuster.ememu.arm.core.ExecStageThumb	executeBic(net.katsuster.ememu.arm.core.InstructionThumb,boolean)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/ExecStageThumb.java
net.katsuster.ememu.arm.core.ExecStageThumb#$@$#execute(net.katsuster.ememu.arm.core.Opcode,boolean)#$@$#exec#$@$#PARAMETER	net.katsuster.ememu.arm.core.ExecStageThumb	execute(net.katsuster.ememu.arm.core.Opcode,boolean)	exec	1	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/ExecStageThumb.java
net.katsuster.ememu.arm.core.ExecStageThumb#$@$#execute(net.katsuster.ememu.arm.core.Opcode,boolean)#$@$#executeMvn#$@$#METHOD	net.katsuster.ememu.arm.core.ExecStageThumb	executeMvn(net.katsuster.ememu.arm.core.InstructionThumb,boolean)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/ExecStageThumb.java
net.katsuster.ememu.arm.core.ExecStageThumb#$@$#execute(net.katsuster.ememu.arm.core.Opcode,boolean)#$@$#exec#$@$#PARAMETER	net.katsuster.ememu.arm.core.ExecStageThumb	execute(net.katsuster.ememu.arm.core.Opcode,boolean)	exec	1	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/ExecStageThumb.java
net.katsuster.ememu.arm.core.ExecStageThumb#$@$#execute(net.katsuster.ememu.arm.core.Opcode,boolean)#$@$#executeAdd1#$@$#METHOD	net.katsuster.ememu.arm.core.ExecStageThumb	executeAdd1(net.katsuster.ememu.arm.core.InstructionThumb,boolean)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/ExecStageThumb.java
net.katsuster.ememu.arm.core.ExecStageThumb#$@$#execute(net.katsuster.ememu.arm.core.Opcode,boolean)#$@$#exec#$@$#PARAMETER	net.katsuster.ememu.arm.core.ExecStageThumb	execute(net.katsuster.ememu.arm.core.Opcode,boolean)	exec	1	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/ExecStageThumb.java
net.katsuster.ememu.arm.core.ExecStageThumb#$@$#execute(net.katsuster.ememu.arm.core.Opcode,boolean)#$@$#executeAdd2#$@$#METHOD	net.katsuster.ememu.arm.core.ExecStageThumb	executeAdd2(net.katsuster.ememu.arm.core.InstructionThumb,boolean)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/ExecStageThumb.java
net.katsuster.ememu.arm.core.ExecStageThumb#$@$#execute(net.katsuster.ememu.arm.core.Opcode,boolean)#$@$#exec#$@$#PARAMETER	net.katsuster.ememu.arm.core.ExecStageThumb	execute(net.katsuster.ememu.arm.core.Opcode,boolean)	exec	1	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/ExecStageThumb.java
net.katsuster.ememu.arm.core.ExecStageThumb#$@$#execute(net.katsuster.ememu.arm.core.Opcode,boolean)#$@$#executeAdd3#$@$#METHOD	net.katsuster.ememu.arm.core.ExecStageThumb	executeAdd3(net.katsuster.ememu.arm.core.InstructionThumb,boolean)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/ExecStageThumb.java
net.katsuster.ememu.arm.core.ExecStageThumb#$@$#execute(net.katsuster.ememu.arm.core.Opcode,boolean)#$@$#exec#$@$#PARAMETER	net.katsuster.ememu.arm.core.ExecStageThumb	execute(net.katsuster.ememu.arm.core.Opcode,boolean)	exec	1	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/ExecStageThumb.java
net.katsuster.ememu.arm.core.ExecStageThumb#$@$#execute(net.katsuster.ememu.arm.core.Opcode,boolean)#$@$#executeAdd4#$@$#METHOD	net.katsuster.ememu.arm.core.ExecStageThumb	executeAdd4(net.katsuster.ememu.arm.core.InstructionThumb,boolean)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/ExecStageThumb.java
net.katsuster.ememu.arm.core.ExecStageThumb#$@$#execute(net.katsuster.ememu.arm.core.Opcode,boolean)#$@$#exec#$@$#PARAMETER	net.katsuster.ememu.arm.core.ExecStageThumb	execute(net.katsuster.ememu.arm.core.Opcode,boolean)	exec	1	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/ExecStageThumb.java
net.katsuster.ememu.arm.core.ExecStageThumb#$@$#execute(net.katsuster.ememu.arm.core.Opcode,boolean)#$@$#executeAdd5#$@$#METHOD	net.katsuster.ememu.arm.core.ExecStageThumb	executeAdd5(net.katsuster.ememu.arm.core.InstructionThumb,boolean)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/ExecStageThumb.java
net.katsuster.ememu.arm.core.ExecStageThumb#$@$#execute(net.katsuster.ememu.arm.core.Opcode,boolean)#$@$#exec#$@$#PARAMETER	net.katsuster.ememu.arm.core.ExecStageThumb	execute(net.katsuster.ememu.arm.core.Opcode,boolean)	exec	1	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/ExecStageThumb.java
net.katsuster.ememu.arm.core.ExecStageThumb#$@$#execute(net.katsuster.ememu.arm.core.Opcode,boolean)#$@$#executeAdd6#$@$#METHOD	net.katsuster.ememu.arm.core.ExecStageThumb	executeAdd6(net.katsuster.ememu.arm.core.InstructionThumb,boolean)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/ExecStageThumb.java
net.katsuster.ememu.arm.core.ExecStageThumb#$@$#execute(net.katsuster.ememu.arm.core.Opcode,boolean)#$@$#exec#$@$#PARAMETER	net.katsuster.ememu.arm.core.ExecStageThumb	execute(net.katsuster.ememu.arm.core.Opcode,boolean)	exec	1	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/ExecStageThumb.java
net.katsuster.ememu.arm.core.ExecStageThumb#$@$#execute(net.katsuster.ememu.arm.core.Opcode,boolean)#$@$#executeAdd7#$@$#METHOD	net.katsuster.ememu.arm.core.ExecStageThumb	executeAdd7(net.katsuster.ememu.arm.core.InstructionThumb,boolean)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/ExecStageThumb.java
net.katsuster.ememu.arm.core.ExecStageThumb#$@$#execute(net.katsuster.ememu.arm.core.Opcode,boolean)#$@$#exec#$@$#PARAMETER	net.katsuster.ememu.arm.core.ExecStageThumb	execute(net.katsuster.ememu.arm.core.Opcode,boolean)	exec	1	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/ExecStageThumb.java
net.katsuster.ememu.arm.core.ExecStageThumb#$@$#execute(net.katsuster.ememu.arm.core.Opcode,boolean)#$@$#executeSub1#$@$#METHOD	net.katsuster.ememu.arm.core.ExecStageThumb	executeSub1(net.katsuster.ememu.arm.core.InstructionThumb,boolean)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/ExecStageThumb.java
net.katsuster.ememu.arm.core.ExecStageThumb#$@$#execute(net.katsuster.ememu.arm.core.Opcode,boolean)#$@$#exec#$@$#PARAMETER	net.katsuster.ememu.arm.core.ExecStageThumb	execute(net.katsuster.ememu.arm.core.Opcode,boolean)	exec	1	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/ExecStageThumb.java
net.katsuster.ememu.arm.core.ExecStageThumb#$@$#execute(net.katsuster.ememu.arm.core.Opcode,boolean)#$@$#executeSub2#$@$#METHOD	net.katsuster.ememu.arm.core.ExecStageThumb	executeSub2(net.katsuster.ememu.arm.core.InstructionThumb,boolean)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/ExecStageThumb.java
net.katsuster.ememu.arm.core.ExecStageThumb#$@$#execute(net.katsuster.ememu.arm.core.Opcode,boolean)#$@$#exec#$@$#PARAMETER	net.katsuster.ememu.arm.core.ExecStageThumb	execute(net.katsuster.ememu.arm.core.Opcode,boolean)	exec	1	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/ExecStageThumb.java
net.katsuster.ememu.arm.core.ExecStageThumb#$@$#execute(net.katsuster.ememu.arm.core.Opcode,boolean)#$@$#executeSub3#$@$#METHOD	net.katsuster.ememu.arm.core.ExecStageThumb	executeSub3(net.katsuster.ememu.arm.core.InstructionThumb,boolean)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/ExecStageThumb.java
net.katsuster.ememu.arm.core.ExecStageThumb#$@$#execute(net.katsuster.ememu.arm.core.Opcode,boolean)#$@$#exec#$@$#PARAMETER	net.katsuster.ememu.arm.core.ExecStageThumb	execute(net.katsuster.ememu.arm.core.Opcode,boolean)	exec	1	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/ExecStageThumb.java
net.katsuster.ememu.arm.core.ExecStageThumb#$@$#execute(net.katsuster.ememu.arm.core.Opcode,boolean)#$@$#executeSub4#$@$#METHOD	net.katsuster.ememu.arm.core.ExecStageThumb	executeSub4(net.katsuster.ememu.arm.core.InstructionThumb,boolean)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/ExecStageThumb.java
net.katsuster.ememu.arm.core.ExecStageThumb#$@$#execute(net.katsuster.ememu.arm.core.Opcode,boolean)#$@$#exec#$@$#PARAMETER	net.katsuster.ememu.arm.core.ExecStageThumb	execute(net.katsuster.ememu.arm.core.Opcode,boolean)	exec	1	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/ExecStageThumb.java
net.katsuster.ememu.arm.core.ExecStageThumb#$@$#execute(net.katsuster.ememu.arm.core.Opcode,boolean)#$@$#executeCmp1#$@$#METHOD	net.katsuster.ememu.arm.core.ExecStageThumb	executeCmp1(net.katsuster.ememu.arm.core.InstructionThumb,boolean)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/ExecStageThumb.java
net.katsuster.ememu.arm.core.ExecStageThumb#$@$#execute(net.katsuster.ememu.arm.core.Opcode,boolean)#$@$#exec#$@$#PARAMETER	net.katsuster.ememu.arm.core.ExecStageThumb	execute(net.katsuster.ememu.arm.core.Opcode,boolean)	exec	1	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/ExecStageThumb.java
net.katsuster.ememu.arm.core.ExecStageThumb#$@$#execute(net.katsuster.ememu.arm.core.Opcode,boolean)#$@$#executeCmp3#$@$#METHOD	net.katsuster.ememu.arm.core.ExecStageThumb	executeCmp3(net.katsuster.ememu.arm.core.InstructionThumb,boolean)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/ExecStageThumb.java
net.katsuster.ememu.arm.core.ExecStageThumb#$@$#execute(net.katsuster.ememu.arm.core.Opcode,boolean)#$@$#exec#$@$#PARAMETER	net.katsuster.ememu.arm.core.ExecStageThumb	execute(net.katsuster.ememu.arm.core.Opcode,boolean)	exec	1	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/ExecStageThumb.java
net.katsuster.ememu.arm.core.ExecStageThumb#$@$#execute(net.katsuster.ememu.arm.core.Opcode,boolean)#$@$#executeMov1#$@$#METHOD	net.katsuster.ememu.arm.core.ExecStageThumb	executeMov1(net.katsuster.ememu.arm.core.InstructionThumb,boolean)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/ExecStageThumb.java
net.katsuster.ememu.arm.core.ExecStageThumb#$@$#execute(net.katsuster.ememu.arm.core.Opcode,boolean)#$@$#exec#$@$#PARAMETER	net.katsuster.ememu.arm.core.ExecStageThumb	execute(net.katsuster.ememu.arm.core.Opcode,boolean)	exec	1	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/ExecStageThumb.java
net.katsuster.ememu.arm.core.ExecStageThumb#$@$#execute(net.katsuster.ememu.arm.core.Opcode,boolean)#$@$#executeMov3#$@$#METHOD	net.katsuster.ememu.arm.core.ExecStageThumb	executeMov3(net.katsuster.ememu.arm.core.InstructionThumb,boolean)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/ExecStageThumb.java
net.katsuster.ememu.arm.core.ExecStageThumb#$@$#execute(net.katsuster.ememu.arm.core.Opcode,boolean)#$@$#exec#$@$#PARAMETER	net.katsuster.ememu.arm.core.ExecStageThumb	execute(net.katsuster.ememu.arm.core.Opcode,boolean)	exec	1	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/ExecStageThumb.java
net.katsuster.ememu.arm.core.ExecStageThumb#$@$#execute(net.katsuster.ememu.arm.core.Opcode,boolean)#$@$#executeLsl1#$@$#METHOD	net.katsuster.ememu.arm.core.ExecStageThumb	executeLsl1(net.katsuster.ememu.arm.core.InstructionThumb,boolean)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/ExecStageThumb.java
net.katsuster.ememu.arm.core.ExecStageThumb#$@$#execute(net.katsuster.ememu.arm.core.Opcode,boolean)#$@$#exec#$@$#PARAMETER	net.katsuster.ememu.arm.core.ExecStageThumb	execute(net.katsuster.ememu.arm.core.Opcode,boolean)	exec	1	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/ExecStageThumb.java
net.katsuster.ememu.arm.core.ExecStageThumb#$@$#execute(net.katsuster.ememu.arm.core.Opcode,boolean)#$@$#executeLsr1#$@$#METHOD	net.katsuster.ememu.arm.core.ExecStageThumb	executeLsr1(net.katsuster.ememu.arm.core.InstructionThumb,boolean)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/ExecStageThumb.java
net.katsuster.ememu.arm.core.ExecStageThumb#$@$#execute(net.katsuster.ememu.arm.core.Opcode,boolean)#$@$#exec#$@$#PARAMETER	net.katsuster.ememu.arm.core.ExecStageThumb	execute(net.katsuster.ememu.arm.core.Opcode,boolean)	exec	1	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/ExecStageThumb.java
net.katsuster.ememu.arm.core.ExecStageThumb#$@$#execute(net.katsuster.ememu.arm.core.Opcode,boolean)#$@$#executeAsr1#$@$#METHOD	net.katsuster.ememu.arm.core.ExecStageThumb	executeAsr1(net.katsuster.ememu.arm.core.InstructionThumb,boolean)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/ExecStageThumb.java
net.katsuster.ememu.arm.core.ExecStageThumb#$@$#execute(net.katsuster.ememu.arm.core.Opcode,boolean)#$@$#exec#$@$#PARAMETER	net.katsuster.ememu.arm.core.ExecStageThumb	execute(net.katsuster.ememu.arm.core.Opcode,boolean)	exec	1	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/ExecStageThumb.java
net.katsuster.ememu.arm.core.ExecStageThumb#$@$#execute(net.katsuster.ememu.arm.core.Opcode,boolean)#$@$#executeLdr1#$@$#METHOD	net.katsuster.ememu.arm.core.ExecStageThumb	executeLdr1(net.katsuster.ememu.arm.core.InstructionThumb,boolean)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/ExecStageThumb.java
net.katsuster.ememu.arm.core.ExecStageThumb#$@$#execute(net.katsuster.ememu.arm.core.Opcode,boolean)#$@$#exec#$@$#PARAMETER	net.katsuster.ememu.arm.core.ExecStageThumb	execute(net.katsuster.ememu.arm.core.Opcode,boolean)	exec	1	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/ExecStageThumb.java
