enc_class	enc_method	exp	kind	class	method	param	index	uri
Main#$@$#main(java.lang.String[])#$@$#System.out.println#$@$#METHOD	java.io.PrintStream	println(java.lang.String)	null	null	null
frontend.ButtonTabComponent#$@$#ButtonTabComponent(javax.swing.JTabbedPane)#$@$#pane#$@$#PARAMETER	frontend.ButtonTabComponent	ButtonTabComponent(javax.swing.JTabbedPane)	pane	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/frontend/ButtonTabComponent.java
frontend.ButtonTabComponent#$@$#ButtonTabComponent(javax.swing.JTabbedPane)#$@$#this.pane#$@$#FIELD	frontend.ButtonTabComponent	null	pane	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/frontend/ButtonTabComponent.java
frontend.ButtonTabComponent#$@$#ButtonTabComponent(javax.swing.JTabbedPane)#$@$#this#$@$#FIELD	frontend.ButtonTabComponent	null	this	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/frontend/ButtonTabComponent.java
frontend.ButtonTabComponent#$@$#ButtonTabComponent(javax.swing.JTabbedPane)#$@$#pane#$@$#PARAMETER	frontend.ButtonTabComponent	ButtonTabComponent(javax.swing.JTabbedPane)	pane	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/frontend/ButtonTabComponent.java
frontend.ButtonTabComponent#$@$#ButtonTabComponent(javax.swing.JTabbedPane)#$@$#setOpaque#$@$#METHOD	javax.swing.JComponent	setOpaque(boolean)	null	null	null
frontend.ButtonTabComponent$1#$@$#getText()#$@$#pane.indexOfTabComponent#$@$#METHOD	javax.swing.JTabbedPane	indexOfTabComponent(java.awt.Component)	null	null	null
frontend.ButtonTabComponent$1#$@$#getText()#$@$#pane#$@$#PARAMETER	frontend.ButtonTabComponent	ButtonTabComponent(javax.swing.JTabbedPane)	pane	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/frontend/ButtonTabComponent.java
frontend.ButtonTabComponent$1#$@$#getText()#$@$#ButtonTabComponent.this#$@$#FIELD	frontend.ButtonTabComponent	null	this	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/frontend/ButtonTabComponent.java
frontend.ButtonTabComponent$1#$@$#getText()#$@$#pane.getTitleAt#$@$#METHOD	javax.swing.JTabbedPane	getTitleAt(int)	null	null	null
frontend.ButtonTabComponent$1#$@$#getText()#$@$#pane#$@$#PARAMETER	frontend.ButtonTabComponent	ButtonTabComponent(javax.swing.JTabbedPane)	pane	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/frontend/ButtonTabComponent.java
frontend.ButtonTabComponent#$@$#ButtonTabComponent(javax.swing.JTabbedPane)#$@$#add#$@$#METHOD	java.awt.Container	add(java.awt.Component)	null	null	null
frontend.ButtonTabComponent#$@$#ButtonTabComponent(javax.swing.JTabbedPane)#$@$#label.setBorder#$@$#METHOD	javax.swing.JComponent	setBorder(javax.swing.border.Border)	null	null	null
frontend.ButtonTabComponent#$@$#ButtonTabComponent(javax.swing.JTabbedPane)#$@$#BorderFactory.createEmptyBorder#$@$#METHOD	javax.swing.BorderFactory	createEmptyBorder(int,int,int,int)	null	null	null
frontend.ButtonTabComponent#$@$#ButtonTabComponent(javax.swing.JTabbedPane)#$@$#add#$@$#METHOD	java.awt.Container	add(java.awt.Component)	null	null	null
frontend.ButtonTabComponent#$@$#ButtonTabComponent(javax.swing.JTabbedPane)#$@$#setBorder#$@$#METHOD	javax.swing.JComponent	setBorder(javax.swing.border.Border)	null	null	null
frontend.ButtonTabComponent#$@$#ButtonTabComponent(javax.swing.JTabbedPane)#$@$#BorderFactory.createEmptyBorder#$@$#METHOD	javax.swing.BorderFactory	createEmptyBorder(int,int,int,int)	null	null	null
frontend.ButtonTabComponent$TabButton#$@$#TabButton()#$@$#setPreferredSize#$@$#METHOD	javax.swing.JComponent	setPreferredSize(java.awt.Dimension)	null	null	null
frontend.ButtonTabComponent$TabButton#$@$#TabButton()#$@$#setToolTipText#$@$#METHOD	javax.swing.JComponent	setToolTipText(java.lang.String)	null	null	null
frontend.ButtonTabComponent$TabButton#$@$#TabButton()#$@$#setUI#$@$#METHOD	javax.swing.AbstractButton	setUI(javax.swing.plaf.ButtonUI)	null	null	null
frontend.ButtonTabComponent$TabButton#$@$#TabButton()#$@$#setContentAreaFilled#$@$#METHOD	javax.swing.AbstractButton	setContentAreaFilled(boolean)	null	null	null
frontend.ButtonTabComponent$TabButton#$@$#TabButton()#$@$#setFocusable#$@$#METHOD	java.awt.Component	setFocusable(boolean)	null	null	null
frontend.ButtonTabComponent$TabButton#$@$#TabButton()#$@$#setBorder#$@$#METHOD	javax.swing.JComponent	setBorder(javax.swing.border.Border)	null	null	null
frontend.ButtonTabComponent$TabButton#$@$#TabButton()#$@$#BorderFactory.createEtchedBorder#$@$#METHOD	javax.swing.BorderFactory	createEtchedBorder()	null	null	null
frontend.ButtonTabComponent$TabButton#$@$#TabButton()#$@$#setBorderPainted#$@$#METHOD	javax.swing.AbstractButton	setBorderPainted(boolean)	null	null	null
frontend.ButtonTabComponent$TabButton#$@$#TabButton()#$@$#addMouseListener#$@$#METHOD	java.awt.Component	addMouseListener(java.awt.event.MouseListener)	null	null	null
frontend.ButtonTabComponent$TabButton#$@$#TabButton()#$@$#frontend.ButtonTabComponent.buttonMouseListener#$@$#FIELD	frontend.ButtonTabComponent	null	buttonMouseListener	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/frontend/ButtonTabComponent.java
frontend.ButtonTabComponent$TabButton#$@$#TabButton()#$@$#setRolloverEnabled#$@$#METHOD	javax.swing.AbstractButton	setRolloverEnabled(boolean)	null	null	null
frontend.ButtonTabComponent$TabButton#$@$#TabButton()#$@$#addActionListener#$@$#METHOD	javax.swing.AbstractButton	addActionListener(java.awt.event.ActionListener)	null	null	null
frontend.ButtonTabComponent$TabButton#$@$#TabButton()#$@$#this#$@$#FIELD	frontend.ButtonTabComponent$TabButton	null	this	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/frontend/ButtonTabComponent.java
frontend.ButtonTabComponent$TabButton#$@$#actionPerformed(java.awt.event.ActionEvent)#$@$#pane.indexOfTabComponent#$@$#METHOD	javax.swing.JTabbedPane	indexOfTabComponent(java.awt.Component)	null	null	null
frontend.ButtonTabComponent$TabButton#$@$#actionPerformed(java.awt.event.ActionEvent)#$@$#pane#$@$#FIELD	frontend.ButtonTabComponent	null	pane	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/frontend/ButtonTabComponent.java
frontend.ButtonTabComponent$TabButton#$@$#actionPerformed(java.awt.event.ActionEvent)#$@$#ButtonTabComponent.this#$@$#FIELD	frontend.ButtonTabComponent	null	this	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/frontend/ButtonTabComponent.java
frontend.ButtonTabComponent$TabButton#$@$#actionPerformed(java.awt.event.ActionEvent)#$@$#pane.remove#$@$#METHOD	javax.swing.JTabbedPane	remove(int)	null	null	null
frontend.ButtonTabComponent$TabButton#$@$#actionPerformed(java.awt.event.ActionEvent)#$@$#pane#$@$#FIELD	frontend.ButtonTabComponent	null	pane	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/frontend/ButtonTabComponent.java
frontend.ButtonTabComponent$TabButton#$@$#actionPerformed(java.awt.event.ActionEvent)#$@$#frontend.handlers.countOpened#$@$#FIELD	frontend.handlers	null	countOpened	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/frontend/handlers.java
frontend.ButtonTabComponent$TabButton#$@$#paintComponent(java.awt.Graphics)#$@$#super.paintComponent#$@$#METHOD	javax.swing.JComponent	paintComponent(java.awt.Graphics)	null	null	null
frontend.ButtonTabComponent$TabButton#$@$#paintComponent(java.awt.Graphics)#$@$#super#$@$#FIELD	frontend.ButtonTabComponent$TabButton	null	super	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/frontend/ButtonTabComponent.java
frontend.ButtonTabComponent$TabButton#$@$#paintComponent(java.awt.Graphics)#$@$#g#$@$#PARAMETER	frontend.ButtonTabComponent$TabButton	paintComponent(java.awt.Graphics)	g	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/frontend/ButtonTabComponent.java
frontend.ButtonTabComponent$TabButton#$@$#paintComponent(java.awt.Graphics)#$@$#g.create#$@$#METHOD	java.awt.Graphics	create()	null	null	null
frontend.ButtonTabComponent$TabButton#$@$#paintComponent(java.awt.Graphics)#$@$#g#$@$#PARAMETER	frontend.ButtonTabComponent$TabButton	paintComponent(java.awt.Graphics)	g	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/frontend/ButtonTabComponent.java
frontend.ButtonTabComponent$TabButton#$@$#paintComponent(java.awt.Graphics)#$@$#getModel().isPressed#$@$#METHOD	javax.swing.ButtonModel	isPressed()	null	null	null
frontend.ButtonTabComponent$TabButton#$@$#paintComponent(java.awt.Graphics)#$@$#getModel#$@$#METHOD	javax.swing.AbstractButton	getModel()	null	null	null
frontend.ButtonTabComponent$TabButton#$@$#paintComponent(java.awt.Graphics)#$@$#g2.translate#$@$#METHOD	java.awt.Graphics2D	translate(int,int)	null	null	null
frontend.ButtonTabComponent$TabButton#$@$#paintComponent(java.awt.Graphics)#$@$#g2.setStroke#$@$#METHOD	java.awt.Graphics2D	setStroke(java.awt.Stroke)	null	null	null
frontend.ButtonTabComponent$TabButton#$@$#paintComponent(java.awt.Graphics)#$@$#g2.setColor#$@$#METHOD	java.awt.Graphics	setColor(java.awt.Color)	null	null	null
frontend.ButtonTabComponent$TabButton#$@$#paintComponent(java.awt.Graphics)#$@$#java.awt.Color.BLACK#$@$#FIELD	java.awt.Color	null	BLACK	null	null
frontend.ButtonTabComponent$TabButton#$@$#paintComponent(java.awt.Graphics)#$@$#getModel().isRollover#$@$#METHOD	javax.swing.ButtonModel	isRollover()	null	null	null
frontend.ButtonTabComponent$TabButton#$@$#paintComponent(java.awt.Graphics)#$@$#getModel#$@$#METHOD	javax.swing.AbstractButton	getModel()	null	null	null
frontend.ButtonTabComponent$TabButton#$@$#paintComponent(java.awt.Graphics)#$@$#g2.setColor#$@$#METHOD	java.awt.Graphics	setColor(java.awt.Color)	null	null	null
frontend.ButtonTabComponent$TabButton#$@$#paintComponent(java.awt.Graphics)#$@$#java.awt.Color.MAGENTA#$@$#FIELD	java.awt.Color	null	MAGENTA	null	null
frontend.ButtonTabComponent$TabButton#$@$#paintComponent(java.awt.Graphics)#$@$#g2.drawLine#$@$#METHOD	java.awt.Graphics	drawLine(int,int,int,int)	null	null	null
frontend.ButtonTabComponent$TabButton#$@$#paintComponent(java.awt.Graphics)#$@$#getWidth#$@$#METHOD	javax.swing.JComponent	getWidth()	null	null	null
frontend.ButtonTabComponent$TabButton#$@$#paintComponent(java.awt.Graphics)#$@$#getHeight#$@$#METHOD	javax.swing.JComponent	getHeight()	null	null	null
frontend.ButtonTabComponent$TabButton#$@$#paintComponent(java.awt.Graphics)#$@$#g2.drawLine#$@$#METHOD	java.awt.Graphics	drawLine(int,int,int,int)	null	null	null
frontend.ButtonTabComponent$TabButton#$@$#paintComponent(java.awt.Graphics)#$@$#getWidth#$@$#METHOD	javax.swing.JComponent	getWidth()	null	null	null
frontend.ButtonTabComponent$TabButton#$@$#paintComponent(java.awt.Graphics)#$@$#getHeight#$@$#METHOD	javax.swing.JComponent	getHeight()	null	null	null
frontend.ButtonTabComponent$TabButton#$@$#paintComponent(java.awt.Graphics)#$@$#g2.dispose#$@$#METHOD	java.awt.Graphics	dispose()	null	null	null
frontend.ButtonTabComponent$2#$@$#mouseEntered(java.awt.event.MouseEvent)#$@$#e.getComponent#$@$#METHOD	java.awt.event.ComponentEvent	getComponent()	null	null	null
frontend.ButtonTabComponent$2#$@$#mouseEntered(java.awt.event.MouseEvent)#$@$#e#$@$#PARAMETER	frontend.ButtonTabComponent$2	mouseEntered(java.awt.event.MouseEvent)	e	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/frontend/ButtonTabComponent.java
frontend.ButtonTabComponent$2#$@$#mouseEntered(java.awt.event.MouseEvent)#$@$#button.setBorderPainted#$@$#METHOD	javax.swing.AbstractButton	setBorderPainted(boolean)	null	null	null
frontend.ButtonTabComponent$2#$@$#mouseExited(java.awt.event.MouseEvent)#$@$#e.getComponent#$@$#METHOD	java.awt.event.ComponentEvent	getComponent()	null	null	null
frontend.ButtonTabComponent$2#$@$#mouseExited(java.awt.event.MouseEvent)#$@$#e#$@$#PARAMETER	frontend.ButtonTabComponent$2	mouseExited(java.awt.event.MouseEvent)	e	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/frontend/ButtonTabComponent.java
frontend.ButtonTabComponent$2#$@$#mouseExited(java.awt.event.MouseEvent)#$@$#button.setBorderPainted#$@$#METHOD	javax.swing.AbstractButton	setBorderPainted(boolean)	null	null	null
frontend.memorytable#$@$#memorytable()#$@$#label#$@$#FIELD	frontend.NP	null	label	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/frontend/memorytable.java
frontend.memorytable#$@$#memorytable()#$@$#contain#$@$#FIELD	frontend.NP	null	contain	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/frontend/memorytable.java
frontend.memorytable#$@$#memorytable()#$@$#jumpTable#$@$#FIELD	frontend.NP	null	jumpTable	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/frontend/memorytable.java
frontend.memorytable#$@$#memorytable()#$@$#frontend.NP.model2#$@$#FIELD	frontend.NP	null	model2	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/frontend/memorytable.java
frontend.memorytable#$@$#memorytable()#$@$#jumpTable.setModel#$@$#METHOD	javax.swing.JTable	setModel(javax.swing.table.TableModel)	null	null	null
frontend.memorytable#$@$#memorytable()#$@$#jumpTable#$@$#FIELD	frontend.NP	null	jumpTable	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/frontend/memorytable.java
frontend.memorytable#$@$#memorytable()#$@$#frontend.NP.model2#$@$#FIELD	frontend.NP	null	model2	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/frontend/memorytable.java
frontend.memorytable#$@$#memorytable()#$@$#contain.setViewportView#$@$#METHOD	javax.swing.JScrollPane	setViewportView(java.awt.Component)	null	null	null
frontend.memorytable#$@$#memorytable()#$@$#contain#$@$#FIELD	frontend.NP	null	contain	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/frontend/memorytable.java
frontend.memorytable#$@$#memorytable()#$@$#jumpTable#$@$#FIELD	frontend.NP	null	jumpTable	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/frontend/memorytable.java
frontend.memorytable#$@$#memorytable()#$@$#add#$@$#METHOD	java.awt.Container	add(java.awt.Component,java.lang.Object)	null	null	null
frontend.memorytable#$@$#memorytable()#$@$#contain#$@$#FIELD	frontend.NP	null	contain	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/frontend/memorytable.java
frontend.memorytable#$@$#memorytable()#$@$#java.awt.BorderLayout.CENTER#$@$#FIELD	java.awt.BorderLayout	null	CENTER	null	null
frontend.NP#$@$#NP()#$@$#h#$@$#FIELD	frontend.NP	null	h	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/frontend/memorytable.java
frontend.NP#$@$#NP()#$@$#addMouseListener#$@$#METHOD	java.awt.Component	addMouseListener(java.awt.event.MouseListener)	null	null	null
frontend.NP#$@$#NP()#$@$#frontend.NP.menu#$@$#FIELD	frontend.NP	null	menu	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/frontend/memorytable.java
frontend.NP#$@$#NP()#$@$#lang1.addActionListener#$@$#METHOD	javax.swing.AbstractButton	addActionListener(java.awt.event.ActionListener)	null	null	null
frontend.NP$1#$@$#actionPerformed(java.awt.event.ActionEvent)#$@$#handlers.update_memorytable#$@$#METHOD	frontend.handlers	update_memorytable(int,int)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/frontend/handlers.java
frontend.NP$1#$@$#actionPerformed(java.awt.event.ActionEvent)#$@$#backend.Memory.getsize#$@$#METHOD	backend.Memory	getsize()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/backend/Memory.java
frontend.NP#$@$#NP()#$@$#menu.add#$@$#METHOD	javax.swing.JPopupMenu	add(javax.swing.JMenuItem)	null	null	null
frontend.NP#$@$#NP()#$@$#frontend.NP.menu#$@$#FIELD	frontend.NP	null	menu	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/frontend/memorytable.java
frontend.NP#$@$#NP()#$@$#lang2.addActionListener#$@$#METHOD	javax.swing.AbstractButton	addActionListener(java.awt.event.ActionListener)	null	null	null
frontend.NP$2#$@$#actionPerformed(java.awt.event.ActionEvent)#$@$#handlers.update_memorytable#$@$#METHOD	frontend.handlers	update_memorytable(int,int)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/frontend/handlers.java
frontend.NP$2#$@$#actionPerformed(java.awt.event.ActionEvent)#$@$#backend.Memory.getsize#$@$#METHOD	backend.Memory	getsize()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/backend/Memory.java
frontend.NP#$@$#NP()#$@$#menu.add#$@$#METHOD	javax.swing.JPopupMenu	add(javax.swing.JMenuItem)	null	null	null
frontend.NP#$@$#NP()#$@$#frontend.NP.menu#$@$#FIELD	frontend.NP	null	menu	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/frontend/memorytable.java
frontend.NP#$@$#NP()#$@$#lang3.addActionListener#$@$#METHOD	javax.swing.AbstractButton	addActionListener(java.awt.event.ActionListener)	null	null	null
frontend.NP$3#$@$#actionPerformed(java.awt.event.ActionEvent)#$@$#handlers.update_memorytable#$@$#METHOD	frontend.handlers	update_memorytable(int,int)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/frontend/handlers.java
frontend.NP$3#$@$#actionPerformed(java.awt.event.ActionEvent)#$@$#backend.Memory.getsize#$@$#METHOD	backend.Memory	getsize()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/backend/Memory.java
frontend.NP#$@$#NP()#$@$#menu.add#$@$#METHOD	javax.swing.JPopupMenu	add(javax.swing.JMenuItem)	null	null	null
frontend.NP#$@$#NP()#$@$#frontend.NP.menu#$@$#FIELD	frontend.NP	null	menu	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/frontend/memorytable.java
frontend.NP#$@$#NP()#$@$#lang4.addActionListener#$@$#METHOD	javax.swing.AbstractButton	addActionListener(java.awt.event.ActionListener)	null	null	null
frontend.NP$4#$@$#actionPerformed(java.awt.event.ActionEvent)#$@$#handlers.update_memorytable#$@$#METHOD	frontend.handlers	update_memorytable(int,int)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/frontend/handlers.java
frontend.NP$4#$@$#actionPerformed(java.awt.event.ActionEvent)#$@$#backend.Memory.getsize#$@$#METHOD	backend.Memory	getsize()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/backend/Memory.java
frontend.NP#$@$#NP()#$@$#menu.add#$@$#METHOD	javax.swing.JPopupMenu	add(javax.swing.JMenuItem)	null	null	null
frontend.NP#$@$#NP()#$@$#frontend.NP.menu#$@$#FIELD	frontend.NP	null	menu	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/frontend/memorytable.java
frontend.NP$PopupTriggerListener#$@$#mousePressed(java.awt.event.MouseEvent)#$@$#ev.isPopupTrigger#$@$#METHOD	java.awt.event.MouseEvent	isPopupTrigger()	null	null	null
frontend.NP$PopupTriggerListener#$@$#mousePressed(java.awt.event.MouseEvent)#$@$#ev#$@$#PARAMETER	frontend.NP$PopupTriggerListener	mousePressed(java.awt.event.MouseEvent)	ev	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/frontend/memorytable.java
frontend.NP$PopupTriggerListener#$@$#mousePressed(java.awt.event.MouseEvent)#$@$#menu.show#$@$#METHOD	javax.swing.JPopupMenu	show(java.awt.Component,int,int)	null	null	null
frontend.NP$PopupTriggerListener#$@$#mousePressed(java.awt.event.MouseEvent)#$@$#frontend.NP.menu#$@$#FIELD	frontend.NP	null	menu	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/frontend/memorytable.java
frontend.NP$PopupTriggerListener#$@$#mousePressed(java.awt.event.MouseEvent)#$@$#ev.getComponent#$@$#METHOD	java.awt.event.ComponentEvent	getComponent()	null	null	null
frontend.NP$PopupTriggerListener#$@$#mousePressed(java.awt.event.MouseEvent)#$@$#ev#$@$#PARAMETER	frontend.NP$PopupTriggerListener	mousePressed(java.awt.event.MouseEvent)	ev	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/frontend/memorytable.java
frontend.NP$PopupTriggerListener#$@$#mousePressed(java.awt.event.MouseEvent)#$@$#ev.getX#$@$#METHOD	java.awt.event.MouseEvent	getX()	null	null	null
frontend.NP$PopupTriggerListener#$@$#mousePressed(java.awt.event.MouseEvent)#$@$#ev#$@$#PARAMETER	frontend.NP$PopupTriggerListener	mousePressed(java.awt.event.MouseEvent)	ev	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/frontend/memorytable.java
frontend.NP$PopupTriggerListener#$@$#mousePressed(java.awt.event.MouseEvent)#$@$#ev.getY#$@$#METHOD	java.awt.event.MouseEvent	getY()	null	null	null
frontend.NP$PopupTriggerListener#$@$#mousePressed(java.awt.event.MouseEvent)#$@$#ev#$@$#PARAMETER	frontend.NP$PopupTriggerListener	mousePressed(java.awt.event.MouseEvent)	ev	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/frontend/memorytable.java
