enc_class	enc_method	exp	kind	class	method	param	index	uri
hugo.project.hospital.NeedleDevice#$@$#NeedleDevice(int)#$@$#initialAmount#$@$#PARAMETER	hugo.project.hospital.NeedleDevice	NeedleDevice(int)	initialAmount	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/project/hospital/NeedleDevice.java
hugo.util.structure.DoubleLinkedList#$@$#removeFirst()#$@$#head#$@$#FIELD	hugo.util.structure.DoubleLinkedList	null	head	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/DoubleLinkedList.java
hugo.util.structure.DoubleLinkedList#$@$#removeFirst()#$@$#size#$@$#FIELD	hugo.util.structure.DoubleLinkedList	null	size	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/DoubleLinkedList.java
hugo.util.structure.DoubleLinkedList#$@$#removeLast()#$@$#isEmpty#$@$#METHOD	hugo.util.structure.DoubleLinkedList	isEmpty()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/DoubleLinkedList.java
hugo.util.structure.DoubleLinkedList#$@$#removeLast()#$@$#tail#$@$#FIELD	hugo.util.structure.DoubleLinkedList	null	tail	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/DoubleLinkedList.java
hugo.util.structure.DoubleLinkedList#$@$#removeLast()#$@$#tail.preElement#$@$#FIELD	hugo.util.structure.DoubleLinkedList$DoubleLinkedListElement	null	preElement	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/DoubleLinkedList.java
hugo.util.structure.DoubleLinkedList#$@$#removeLast()#$@$#tail#$@$#FIELD	hugo.util.structure.DoubleLinkedList	null	tail	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/DoubleLinkedList.java
hugo.util.structure.DoubleLinkedList#$@$#removeLast()#$@$#tail#$@$#FIELD	hugo.util.structure.DoubleLinkedList	null	tail	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/DoubleLinkedList.java
hugo.util.structure.DoubleLinkedList#$@$#removeLast()#$@$#tail.nextElement#$@$#FIELD	hugo.util.structure.DoubleLinkedList$DoubleLinkedListElement	null	nextElement	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/DoubleLinkedList.java
hugo.util.structure.DoubleLinkedList#$@$#removeLast()#$@$#tail#$@$#FIELD	hugo.util.structure.DoubleLinkedList	null	tail	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/DoubleLinkedList.java
hugo.util.structure.DoubleLinkedList#$@$#removeLast()#$@$#size#$@$#FIELD	hugo.util.structure.DoubleLinkedList	null	size	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/DoubleLinkedList.java
hugo.util.structure.DoubleLinkedList#$@$#get(int)#$@$#head#$@$#FIELD	hugo.util.structure.DoubleLinkedList	null	head	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/DoubleLinkedList.java
hugo.util.structure.DoubleLinkedList#$@$#get(int)#$@$#index#$@$#PARAMETER	hugo.util.structure.DoubleLinkedList	get(int)	index	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/DoubleLinkedList.java
hugo.util.structure.DoubleLinkedList#$@$#get(int)#$@$#tmp.nextElement#$@$#FIELD	hugo.util.structure.DoubleLinkedList$DoubleLinkedListElement	null	nextElement	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/DoubleLinkedList.java
hugo.util.structure.DoubleLinkedList#$@$#get(int)#$@$#tmp.data#$@$#FIELD	hugo.util.structure.DoubleLinkedList$DoubleLinkedListElement	null	data	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/DoubleLinkedList.java
hugo.util.structure.DoubleLinkedList#$@$#contains(E)#$@$#head#$@$#FIELD	hugo.util.structure.DoubleLinkedList	null	head	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/DoubleLinkedList.java
hugo.util.structure.DoubleLinkedList#$@$#contains(E)#$@$#size#$@$#METHOD	hugo.util.structure.DoubleLinkedList	size()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/DoubleLinkedList.java
hugo.util.structure.DoubleLinkedList#$@$#contains(E)#$@$#tmp.data.equals#$@$#METHOD	java.lang.Object	equals(java.lang.Object)	null	null	null
hugo.util.structure.DoubleLinkedList#$@$#contains(E)#$@$#tmp.data#$@$#FIELD	hugo.util.structure.DoubleLinkedList$DoubleLinkedListElement	null	data	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/DoubleLinkedList.java
hugo.util.structure.DoubleLinkedList#$@$#contains(E)#$@$#target#$@$#PARAMETER	hugo.util.structure.DoubleLinkedList	contains(E)	target	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/DoubleLinkedList.java
hugo.util.structure.DoubleLinkedList#$@$#contains(E)#$@$#tmp.nextElement#$@$#FIELD	hugo.util.structure.DoubleLinkedList$DoubleLinkedListElement	null	nextElement	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/DoubleLinkedList.java
hugo.util.structure.DoubleLinkedList#$@$#remove(E)#$@$#head#$@$#FIELD	hugo.util.structure.DoubleLinkedList	null	head	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/DoubleLinkedList.java
hugo.util.structure.DoubleLinkedList#$@$#remove(E)#$@$#tmp.data.equals#$@$#METHOD	java.lang.Object	equals(java.lang.Object)	null	null	null
hugo.util.structure.DoubleLinkedList#$@$#remove(E)#$@$#tmp.data#$@$#FIELD	hugo.util.structure.DoubleLinkedList$DoubleLinkedListElement	null	data	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/DoubleLinkedList.java
hugo.util.structure.DoubleLinkedList#$@$#remove(E)#$@$#target#$@$#PARAMETER	hugo.util.structure.DoubleLinkedList	remove(E)	target	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/DoubleLinkedList.java
hugo.util.structure.DoubleLinkedList#$@$#remove(E)#$@$#tmp.remove#$@$#METHOD	hugo.util.structure.DoubleLinkedList$DoubleLinkedListElement	remove()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/DoubleLinkedList.java
hugo.util.structure.DoubleLinkedList#$@$#remove(E)#$@$#tmp.preElement#$@$#FIELD	hugo.util.structure.DoubleLinkedList$DoubleLinkedListElement	null	preElement	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/DoubleLinkedList.java
hugo.util.structure.DoubleLinkedList#$@$#remove(E)#$@$#head#$@$#FIELD	hugo.util.structure.DoubleLinkedList	null	head	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/DoubleLinkedList.java
hugo.util.structure.DoubleLinkedList#$@$#remove(E)#$@$#tmp.nextElement#$@$#FIELD	hugo.util.structure.DoubleLinkedList$DoubleLinkedListElement	null	nextElement	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/DoubleLinkedList.java
hugo.util.structure.DoubleLinkedList#$@$#remove(E)#$@$#tmp.nextElement#$@$#FIELD	hugo.util.structure.DoubleLinkedList$DoubleLinkedListElement	null	nextElement	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/DoubleLinkedList.java
hugo.util.structure.DoubleLinkedList#$@$#remove(E)#$@$#tail#$@$#FIELD	hugo.util.structure.DoubleLinkedList	null	tail	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/DoubleLinkedList.java
hugo.util.structure.DoubleLinkedList#$@$#remove(E)#$@$#tmp.preElement#$@$#FIELD	hugo.util.structure.DoubleLinkedList$DoubleLinkedListElement	null	preElement	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/DoubleLinkedList.java
hugo.util.structure.DoubleLinkedList#$@$#remove(E)#$@$#size#$@$#FIELD	hugo.util.structure.DoubleLinkedList	null	size	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/DoubleLinkedList.java
hugo.util.structure.DoubleLinkedList#$@$#remove(E)#$@$#tmp.nextElement#$@$#FIELD	hugo.util.structure.DoubleLinkedList$DoubleLinkedListElement	null	nextElement	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/DoubleLinkedList.java
hugo.util.structure.DoubleLinkedList#$@$#size()#$@$#this.size#$@$#FIELD	hugo.util.structure.DoubleLinkedList	null	size	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/DoubleLinkedList.java
hugo.util.structure.DoubleLinkedList#$@$#size()#$@$#this#$@$#FIELD	hugo.util.structure.DoubleLinkedList	null	this	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/DoubleLinkedList.java
hugo.util.structure.DoubleLinkedList#$@$#isEmpty()#$@$#size#$@$#FIELD	hugo.util.structure.DoubleLinkedList	null	size	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/DoubleLinkedList.java
hugo.util.structure.DoubleLinkedList$DoubleLinkedListIterator#$@$#hasNext()#$@$#tmp#$@$#FIELD	hugo.util.structure.DoubleLinkedList$DoubleLinkedListIterator	null	tmp	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/DoubleLinkedList.java
hugo.util.structure.DoubleLinkedList$DoubleLinkedListIterator#$@$#next()#$@$#tmp#$@$#FIELD	hugo.util.structure.DoubleLinkedList$DoubleLinkedListIterator	null	tmp	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/DoubleLinkedList.java
hugo.util.structure.DoubleLinkedList$DoubleLinkedListIterator#$@$#next()#$@$#tmp#$@$#FIELD	hugo.util.structure.DoubleLinkedList$DoubleLinkedListIterator	null	tmp	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/DoubleLinkedList.java
hugo.util.structure.DoubleLinkedList$DoubleLinkedListIterator#$@$#next()#$@$#tmp.nextElement#$@$#FIELD	hugo.util.structure.DoubleLinkedList$DoubleLinkedListElement	null	nextElement	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/DoubleLinkedList.java
hugo.util.structure.DoubleLinkedList$DoubleLinkedListIterator#$@$#next()#$@$#tmp#$@$#FIELD	hugo.util.structure.DoubleLinkedList$DoubleLinkedListIterator	null	tmp	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/DoubleLinkedList.java
hugo.util.structure.DoubleLinkedList$DoubleLinkedListIterator#$@$#next()#$@$#element.data#$@$#FIELD	hugo.util.structure.DoubleLinkedList$DoubleLinkedListElement	null	data	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/DoubleLinkedList.java
hugo.util.structure.DoubleLinkedList$1#$@$#iterator()#$@$#tail#$@$#FIELD	hugo.util.structure.DoubleLinkedList	null	tail	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/DoubleLinkedList.java
hugo.util.structure.DoubleLinkedList$1$1#$@$#hasNext()#$@$#element#$@$#FIELD	hugo.util.structure.DoubleLinkedList$1$1	null	element	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/DoubleLinkedList.java
hugo.util.structure.DoubleLinkedList$1$1#$@$#next()#$@$#element#$@$#FIELD	hugo.util.structure.DoubleLinkedList$1$1	null	element	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/DoubleLinkedList.java
hugo.util.structure.DoubleLinkedList$1$1#$@$#next()#$@$#element#$@$#FIELD	hugo.util.structure.DoubleLinkedList$1$1	null	element	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/DoubleLinkedList.java
hugo.util.structure.DoubleLinkedList$1$1#$@$#next()#$@$#element.preElement#$@$#FIELD	hugo.util.structure.DoubleLinkedList$DoubleLinkedListElement	null	preElement	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/DoubleLinkedList.java
hugo.util.structure.DoubleLinkedList$1$1#$@$#next()#$@$#element#$@$#FIELD	hugo.util.structure.DoubleLinkedList$1$1	null	element	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/DoubleLinkedList.java
hugo.util.structure.DoubleLinkedList$1$1#$@$#next()#$@$#tmp.data#$@$#FIELD	hugo.util.structure.DoubleLinkedList$DoubleLinkedListElement	null	data	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/DoubleLinkedList.java
hugo.util.structure.Queue#$@$#Queue()#$@$#data#$@$#FIELD	hugo.util.structure.Queue	null	data	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/Queue.java
hugo.util.structure.Queue#$@$#push(E)#$@$#data.addFirst#$@$#METHOD	hugo.util.structure.LinkedList	addFirst(E)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/LinkedList.java
hugo.util.structure.Queue#$@$#push(E)#$@$#data#$@$#FIELD	hugo.util.structure.Queue	null	data	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/Queue.java
hugo.util.structure.Queue#$@$#push(E)#$@$#o#$@$#PARAMETER	hugo.util.structure.Queue	push(E)	o	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/Queue.java
hugo.util.structure.Queue#$@$#pop()#$@$#data.getLast#$@$#METHOD	hugo.util.structure.LinkedList	getLast()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/LinkedList.java
hugo.util.structure.Queue#$@$#pop()#$@$#data#$@$#FIELD	hugo.util.structure.Queue	null	data	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/Queue.java
hugo.util.structure.Queue#$@$#pop()#$@$#data.removeLast#$@$#METHOD	hugo.util.structure.LinkedList	removeLast()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/LinkedList.java
hugo.util.structure.Queue#$@$#pop()#$@$#data#$@$#FIELD	hugo.util.structure.Queue	null	data	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/Queue.java
hugo.util.structure.Queue#$@$#top()#$@$#data.getLast#$@$#METHOD	hugo.util.structure.LinkedList	getLast()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/LinkedList.java
hugo.util.structure.Queue#$@$#top()#$@$#data#$@$#FIELD	hugo.util.structure.Queue	null	data	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/Queue.java
hugo.util.structure.Queue#$@$#size()#$@$#data.size#$@$#METHOD	hugo.util.structure.LinkedList	size()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/LinkedList.java
hugo.util.structure.Queue#$@$#size()#$@$#data#$@$#FIELD	hugo.util.structure.Queue	null	data	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/Queue.java
hugo.util.structure.Queue#$@$#empty()#$@$#data.isEmpty#$@$#METHOD	hugo.util.structure.LinkedList	isEmpty()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/LinkedList.java
hugo.util.structure.Queue#$@$#empty()#$@$#data#$@$#FIELD	hugo.util.structure.Queue	null	data	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/Queue.java
hugo.util.structure.Stack#$@$#Stack()#$@$#data#$@$#FIELD	hugo.util.structure.Stack	null	data	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/Stack.java
hugo.util.structure.Stack#$@$#push(E)#$@$#data.addFirst#$@$#METHOD	hugo.util.structure.LinkedList	addFirst(E)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/LinkedList.java
hugo.util.structure.Stack#$@$#push(E)#$@$#data#$@$#FIELD	hugo.util.structure.Stack	null	data	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/Stack.java
hugo.util.structure.Stack#$@$#push(E)#$@$#o#$@$#PARAMETER	hugo.util.structure.Stack	push(E)	o	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/Stack.java
hugo.util.structure.Stack#$@$#pop()#$@$#data.getFirst#$@$#METHOD	hugo.util.structure.LinkedList	getFirst()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/LinkedList.java
hugo.util.structure.Stack#$@$#pop()#$@$#data#$@$#FIELD	hugo.util.structure.Stack	null	data	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/Stack.java
hugo.util.structure.Stack#$@$#pop()#$@$#data.removeFirst#$@$#METHOD	hugo.util.structure.LinkedList	removeFirst()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/LinkedList.java
